student,semester,course,period
31718,Spring,EngrMech 320,M3
31718,Fall,Math 245,M3
31718,Fall,PolSci 211,T2
31718,Fall,ArmnShp 465F,T3
31718,Winter,ArmnShp 465W,M3
31718,Spring,ArmnShp 465S,T3
35236,Spring,Chem 100,M3
35236,Winter,English 111,T3
35236,Spring,French 222,T2
35236,Winter,Math 142,M1
35236,Spring,PolSci 211,M1
35236,Winter,BehSci 110,T4
35236,Fall,CompSci 110,T1
35236,Fall,French 221,T3
35236,Winter,History 100,M2
35236,Fall,Math 141,T4
32007,Spring,Biology 215,M1
32007,Spring,EngrMech 220,T1
32007,Winter,ForArStu 430,T3
32007,Spring,PolSci 302,M3
32007,Winter,PolSci 421,T2
32007,Winter,PolSci 484,M2
32007,Fall,History 300,T3
32007,Fall,Physics 215,T1
32007,Fall,PolSci 300,M2
32007,Winter,PolSci 301,T4
32007,Fall,PolSci 479,M3
32374,Spring,Biology 215,T1
32374,Spring,History 300,M1
32374,Fall,Mgt 337,T1
32374,Winter,Mgt 342,T2
32374,Spring,Mgt 375,M2
32374,Fall,OpsRsch 310,M2
32374,Fall,AeroEngr 315,M1
32374,Winter,History 100,T3
32374,Winter,Mgt 303,T1
32374,Winter,Mgt 341,M3
32374,Fall,Mgt 345,T2
32374,Fall,PhyEd 714F,M4
32374,Fall,PhyEd 713F,M3
32374,Winter,PhyEd 714W,M4
32374,Fall,PhyEd 718F,T4
32374,Fall,PhyEd 717F,T3
32374,Winter,PhyEd 718W,T4
34511,Spring,Arabic 132,T1
34511,Spring,BehSci 110,T4
34511,Winter,Chem 200,T3
34511,Spring,CompSci 110,T3
34511,Winter,Physics 110,M1
34511,Fall,Arabic 131,T3
34511,Fall,Chem 100,T1
34511,Winter,English 111,M4
34511,Spring,History 100,T2
34511,Fall,Math 152,M2
32729,Spring,AstroEngr 310,M3
32729,Spring,Biology 215,M1
32729,Winter,Math 359,M3
32729,Winter,SysEngr 301,T2
32729,Spring,SysEngr 320,T1
32729,Winter,SysEngr 470,M2
32729,Fall,BehSci 375,M2
32729,Fall,CompSci 211,T1
32729,Winter,English 211,T3
32729,Spring,Math 356,T2
32729,Fall,SysEngr 311,M1
32729,Fall,PhyEd 714F,M4
32729,Fall,PhyEd 713F,M3
32729,Spring,PhyEd 714S,M4
32729,Fall,PhyEd 718F,T4
32729,Fall,PhyEd 717F,T3
32729,Winter,PhyEd 718W,T4
32729,Spring,PhyEd 718S,T4
34512,Winter,BehSci 110,T4
34512,Fall,CompSci 110,T4
34512,Fall,English 111,M2
34512,Spring,German 132,M2
34512,Winter,Math 142,T3
34512,Spring,Physics 110,T3
34512,Winter,Chem 100,M1
34512,Fall,German 131,T2
34512,Spring,History 100,M1
34512,Fall,Math 141,M3
34512,Fall,ReadStrat 103,T3
34512,Winter,PhyEd 714W,M4
34512,Winter,PhyEd 713W,M3
34512,Spring,PhyEd 714S,M4
34512,Fall,PhyEd 715F,T1
34512,Winter,PhyEd 715W,T1
34512,Winter,PhyEd 716W,T2
34512,Spring,PhyEd 715S,T1
32008,Fall,AeroEngr 315,M3
32008,Spring,Law 351,T1
32008,Winter,Law 363,T1
32008,Winter,OpsRsch 310,T3
32008,Fall,SocSci 483,M2
32008,Spring,Biology 215,M3
32008,Spring,Law 221,M2
32008,Winter,Law 321,T2
32008,Fall,Law 495,M1
32008,Fall,Math 300,T2
32730,Fall,AeroEngr 315,M4
32730,Winter,BehSci 373,T1
32730,Spring,Biology 215,T3
32730,Fall,CompSci 211,T1
32730,Spring,EngrMech 340,M3
32730,Winter,SysEngr 301,T2
32730,Fall,AstroEngr 310,T4
32730,Winter,English 211,M2
32730,Fall,EngrMech 305,M1
32730,Spring,EngrMech 330,M2
32730,Spring,Math 356,T1
32730,Winter,Physics 215,M3
32730,Fall,SysEngr 311,T3
35630,Winter,Chem 200,M1
35630,Spring,CompSci 110,M1
35630,Winter,English 111,T1
35630,Winter,Math 142,M4
35630,Spring,Portuguese 132,M2
35630,Spring,BehSci 110,T3
35630,Fall,Chem 100,T1
35630,Fall,LearnStrat 101,T4
35630,Fall,Math 141,M1
35630,Fall,Portuguese 131,T3
35631,Winter,Chem 100,M1
35631,Spring,English 111,T3
35631,Winter,Math 142,T2
35631,Spring,Physics 110,T1
35631,Winter,Spanish 132,T3
35631,Spring,BehSci 110,M2
35631,Fall,CompSci 110,M1
35631,Fall,History 100,T2
35631,Fall,Math 141,T1
35631,Fall,Spanish 131,M2
35631,Fall,PhyEd 714F,M4
35631,Fall,PhyEd 713F,M3
35631,Spring,PhyEd 714S,M4
35631,Fall,PhyEd 718F,T4
35631,Fall,PhyEd 717F,T3
35631,Winter,PhyEd 718W,T4
35631,Spring,PhyEd 718S,T4
34513,Spring,Chem 100,T3
34513,Winter,German 132,M1
34513,Fall,History 100,M4
34513,Winter,Math 142,T4
34513,Winter,Physics 110,M3
34513,Spring,BehSci 110,M4
34513,Fall,CompSci 110,T3
34513,Spring,English 111,M1
34513,Fall,German 131,T1
34513,Fall,Math 141,T4
34371,Fall,BehSci 360,M1
34371,Spring,Law 220,T3
34371,Spring,Math 300,M3
34371,Winter,MSS 201,M1
34371,Winter,MSS 251,T1
34371,Spring,OpsRsch 310,M2
34371,Spring,Chem 200,T1
34371,Fall,Econ 201,T1
34371,Winter,English 211,M3
34371,Fall,EngrMech 220,M2
34371,Winter,PolSci 211,T3
34371,Fall,PhyEd 714F,M4
34371,Fall,PhyEd 713F,M3
34371,Winter,PhyEd 714W,M4
34371,Fall,PhyEd 718F,T4
34371,Fall,PhyEd 717F,T3
34371,Winter,PhyEd 718W,T4
34371,Spring,PhyEd 718S,T4
32009,Spring,History 300,M4
32009,Fall,Meteor 331,T2
32009,Spring,Meteor 370,M3
32009,Winter,Meteor 430,T2
32009,Winter,Philos 310,T1
32009,Winter,AstroEngr 310,M2
32009,Fall,Biology 215,M1
32009,Fall,Meteor 325,M3
32009,Spring,Meteor 330,T1
32009,Winter,Meteor 352,T3
32009,Fall,ArmnShp 474F,T3
32009,Winter,ArmnShp 474W,M3
32009,Spring,ArmnShp 474S,T3
34515,Spring,BehSci 110,M3
34515,Spring,CompSci 110,M2
34515,Winter,English 200,M2
34515,Spring,Math 243,M1
34515,Winter,Physics 215,M3
34515,Fall,Chem 100,M3
34515,Spring,History 100,M4
34515,Fall,Math 152,T1
34515,Fall,Physics 110,T3
34515,Winter,Russian 131,T3
31719,Winter,AeroEngr 315,M1
31719,Winter,CompSci 362,M2
31719,Spring,Econ 365,T2
31719,Spring,Math 378,M2
31719,Spring,OpsRsch 312,T1
31719,Winter,Biology 215,M3
31719,Fall,History 300,M3
31719,Winter,Math 377,T2
31719,Fall,OpsRsch 311,M2
31719,Fall,OpsRsch 331,T2
31719,Fall,PhyEd 714F,M4
31719,Winter,PhyEd 714W,M4
31719,Spring,PhyEd 714S,M4
31719,Winter,PhyEd 718W,T4
31719,Winter,PhyEd 717W,T3
31719,Spring,PhyEd 718S,T4
33130,Spring,English 211,T3
33130,Winter,EngrMech 220,M4
33130,Fall,Math 300,T2
33130,Winter,Philos 310,T2
33130,Winter,PolSci 211,M3
33130,Spring,Chem 200,T1
33130,Fall,History 300,T1
33130,Spring,Law 220,M1
33130,Fall,Physics 110,M1
33130,Winter,SysEngr 310,M1
33131,Fall,AstroEngr 310,M3
33131,Spring,CompSci 212,M1
33131,Winter,Math 344,M3
33131,Winter,MSS 251,M1
33131,Spring,OpsRsch 310,T2
33131,Fall,Chem 200,M1
33131,Fall,ECE 315,T3
33131,Fall,Econ 201,T1
33131,Winter,English 211,T3
33131,Spring,EngrMech 220,T1
33131,Winter,Philos 310,T2
33131,Winter,PhyEd 714W,M4
33131,Spring,PhyEd 714S,M4
33131,Spring,PhyEd 713S,M3
33131,Fall,PhyEd 718F,T4
33131,Winter,PhyEd 718W,T4
33131,Spring,PhyEd 718S,T4
33131,Spring,PhyEd 717S,T3
34516,Spring,BehSci 110,T1
34516,Winter,Chem 200,M3
34516,Winter,Math 142,T1
34516,Spring,Physics 110,T3
34516,Fall,Chem 100,M1
34516,Spring,CompSci 110,T2
34516,Winter,English 111,M1
34516,Fall,History 100,T2
34516,Fall,Math 141,M3
34517,Spring,Chem 100,T3
34517,Spring,CompSci 110,M2
34517,Winter,French 132,T3
34517,Winter,Math 142,M2
34517,Fall,PolSci 211,T3
34517,Spring,BehSci 110,T2
34517,Fall,French 131,M3
34517,Winter,History 100,T4
34517,Fall,Law 220,M2
34517,Fall,Math 141,T2
34517,Spring,ReadStrat 103,M1
34517,Winter,PhyEd 714W,M4
34517,Winter,PhyEd 713W,M3
34517,Spring,PhyEd 714S,M4
34517,Fall,PhyEd 715F,T1
34517,Winter,PhyEd 715W,T1
34517,Winter,PhyEd 716W,T2
34517,Spring,PhyEd 715S,T1
34518,Spring,BehSci 110,M3
34518,Fall,CompSci 110,M1
34518,Winter,History 100,M1
34518,Winter,Math 243,T2
34518,Spring,Physics 215,T1
34518,Winter,Russian 132,M2
34518,Spring,Chem 100,M1
34518,Winter,English 111,T1
34518,Fall,Math 152,M3
34518,Fall,Physics 110,T1
34518,Fall,Russian 131,M2
34518,Winter,PhyEd 714W,M4
34518,Winter,PhyEd 713W,M3
34518,Spring,PhyEd 714S,M4
34518,Fall,PhyEd 718F,T4
34518,Winter,PhyEd 718W,T4
34518,Winter,PhyEd 717W,T3
34518,Spring,PhyEd 718S,T4
31720,Winter,AstroEngr 310,M3
31720,Spring,History 300,T3
31720,Fall,Mgt 337,T1
31720,Spring,Mgt 342,M3
31720,Winter,Mgt 375,T3
31720,Fall,AeroEngr 315,M1
31720,Spring,Biology 215,T1
31720,Winter,Mgt 303,T1
31720,Winter,Mgt 341,M2
31720,Fall,Mgt 345,T2
31720,Fall,Mgt 382,M2
31720,Fall,PhyEd 714F,M4
31720,Fall,PhyEd 713F,M3
31720,Spring,PhyEd 714S,M4
31720,Fall,PhyEd 718F,T4
31720,Fall,PhyEd 717F,T3
31720,Winter,PhyEd 718W,T4
31720,Spring,PhyEd 718S,T4
31721,Spring,AeroEngr 315,M2
31721,Spring,Mgt 337,M3
31721,Winter,Mgt 342,M3
31721,Spring,Mgt 375,T2
31721,Fall,Philos 310,M1
31721,Winter,Biology 215,M1
31721,Spring,ECE 315,M1
31721,Fall,Mgt 303,M2
31721,Fall,Mgt 341,T1
31721,Fall,Mgt 345,T2
31721,Winter,Mgt 382,T2
31721,Fall,PhyEd 714F,M4
31721,Fall,PhyEd 713F,M3
31721,Spring,PhyEd 714S,M4
31721,Fall,PhyEd 718F,T4
31721,Fall,PhyEd 717F,T3
31721,Winter,PhyEd 718W,T4
31721,Spring,PhyEd 718S,T4
33132,Spring,AeroEngr 241,T1
33132,Fall,AstroEngr 321,M2
33132,Spring,EngrMech 320,M1
33132,Winter,MSS 251,M1
33132,Fall,AstroEngr 201,T2
33132,Winter,AstroEngr 310SO,T2
33132,Spring,ECE 315,T2
33132,Fall,English 211,M3
33132,Spring,Japanese 221,T3
33132,Fall,Law 220,M4
33132,Fall,Math 346,T1
33132,Winter,Space 350,M3
33132,Fall,ArmnShp 461F,T3
33132,Winter,ArmnShp 461W,T3
33132,Spring,ArmnShp 461S,M3
35238,Spring,Arabic 132,T1
35238,Spring,Chem 100,M3
35238,Fall,ECE 210,M3
35238,Winter,English 111,T3
35238,Winter,Math 243,T2
35238,Winter,Physics 215,M1
35238,Fall,Arabic 131,T2
35238,Fall,BehSci 110,M2
35238,Winter,CompSci 110,T4
35238,Fall,History 100,M1
35238,Fall,Math 152,T1
34519,Winter,Chem 100,M1
34519,Fall,History 100,T2
34519,Winter,Math 142,T2
34519,Spring,Physics 110,M1
34519,Winter,Spanish 222,T3
34519,Fall,BehSci 110,T3
34519,Winter,CompSci 110,M4
34519,Fall,English 111,M1
34519,Fall,Math 141,T4
34519,Fall,Spanish 221,M2
33134,Spring,Chem 200,M1
33134,Spring,EngrMech 220,T1
33134,Spring,History 300,M4
33134,Winter,Law 220,T2
33134,Fall,Math 300,M4
33134,Winter,English 211,M4
33134,Fall,Geo 351,T3
33134,Winter,MSS 251,M1
33134,Fall,Physics 110,T1
33134,Fall,PolSci 211,T4
31722,Fall,AeroEngr 315,T2
31722,Winter,Biology 215,M3
31722,Spring,Mgt 337,T1
31722,Winter,Mgt 342,M1
31722,Spring,Mgt 375,M4
31722,Winter,AstroEngr 310,T1
31722,Fall,Mgt 303,T4
31722,Fall,Mgt 341,T3
31722,Fall,Mgt 345,T1
31722,Spring,OpsRsch 310,M1
33135,Spring,CompSci 211,T3
33135,Winter,EngrMech 330,T3
33135,Fall,MSS 251,T3
33135,Spring,OpsRsch 310,M2
33135,Spring,PolSci 211,M1
33135,Fall,SysEngr 310,T1
33135,Winter,Econ 201,M1
33135,Fall,English 211,M2
33135,Spring,EngrMech 220,T2
33135,Winter,Law 220,T2
33135,Winter,Math 245,T1
33135,Fall,ArmnShp 461F,M3
33135,Winter,ArmnShp 461W,M3
33135,Spring,ArmnShp 461S,M3
32010,Spring,AstroEngr 310,M2
32010,Fall,History 300,T1
32010,Fall,Mgt 337,T2
32010,Spring,Mgt 342,M1
32010,Spring,Mgt 375,T2
32010,Winter,AeroEngr 315,M3
32010,Winter,Mgt 303,T1
32010,Winter,Mgt 341,T3
32010,Fall,Mgt 345,M2
32010,Winter,OpsRsch 310,M2
32010,Fall,PhyEd 714F,M4
32010,Fall,PhyEd 713F,M3
32010,Winter,PhyEd 714W,M4
32010,Spring,PhyEd 714S,M4
32010,Fall,PhyEd 718F,T4
32010,Fall,PhyEd 717F,T3
32010,Winter,PhyEd 718W,T4
32010,Spring,PhyEd 718S,T4
34155,Winter,ECE 315,M3
34155,Winter,Econ 332,T3
34155,Spring,History 300,T1
34155,Winter,Law 220,T2
34155,Spring,OpsRsch 310,T3
34155,Winter,Econ 201,M1
34155,Fall,EngrMech 220,T1
34155,Spring,MSS 251,M1
34155,Fall,Physics 215,M1
34155,Spring,PolSci 211,M3
34155,Fall,English 211,T2
34155,Fall,PhyEd 714F,M4
34155,Fall,PhyEd 713F,M3
34155,Winter,PhyEd 714W,M4
34155,Fall,PhyEd 718F,T4
34155,Fall,PhyEd 717F,T3
34155,Winter,PhyEd 718W,T4
34155,Spring,PhyEd 718S,T4
32175,Spring,AstroEngr 310,M2
32175,Fall,Biology 215,M3
32175,Spring,Math 300,T3
32175,Fall,Mgt 337,T2
32175,Winter,Mgt 342,M2
32175,Spring,Mgt 375,T1
32175,Winter,ECE 315,M3
32175,Spring,Mgt 303,M4
32175,Winter,Mgt 341,M1
32175,Fall,Mgt 345,T4
32175,Winter,Mgt 382,T2
34233,Spring,EngrMech 220,M1
34233,Spring,Law 220,T2
34233,Winter,Math 300,M2
34233,Spring,MSS 251,M3
34233,Winter,SocSci 311,M4
34233,Fall,Chem 200,M3
34233,Winter,Econ 201,T1
34233,Fall,English 211,T2
34233,Fall,OpsRsch 310,T3
34233,Winter,PolSci 211,M3
32375,Fall,AstroEngr 310,T1
32375,Spring,Biology 215,M1
32375,Spring,Mgt 337,T3
32375,Spring,Mgt 342,T2
32375,Winter,Mgt 375,T4
32375,Winter,AeroEngr 315,T3
32375,Winter,ECE 315,T2
32375,Fall,Mgt 303,T4
32375,Fall,Mgt 341,T2
32375,Fall,Mgt 345,M4
32375,Winter,Mgt 382,T1
32011,Fall,Math 356,M1
32011,Winter,MechEngr 325,T3
32011,Winter,MechEngr 341,T1
32011,Spring,MechEngr 370,M3
32011,Spring,Philos 310,M2
32011,Spring,AeroEngr 315,T4
32011,Winter,Biology 215,M1
32011,Fall,Engr 341,M2
32011,Fall,History 300,T2
32011,Spring,Math 346,T2
32011,Fall,MechEngr 312,T3
32012,Spring,AeroEngr 315,M3
32012,Winter,CompSci 362,M3
32012,Spring,Econ 365,T4
32012,Winter,German 322,T2
32012,Spring,Math 378,M2
32012,Winter,OpsRsch 312,M2
32012,Spring,Biology 215,T1
32012,Fall,German 321,T3
32012,Winter,History 300,T1
32012,Fall,Math 377,M2
32012,Fall,OpsRsch 311,M3
32012,Fall,OpsRsch 331,T2
33136,Winter,Econ 201,T3
33136,Winter,Geo 310,M3
33136,Winter,History 300,T1
33136,Fall,Math 300,M4
33136,Fall,Physics 215,T1
33136,Fall,PolSci 211,T3
33136,Spring,Exchange 100S,M1
33136,Spring,Exchange 200S,M3
33136,Spring,Exchange 300S,T1
33136,Spring,Exchange 400S,T3
31723,Fall,AeroEngr 315,T3
31723,Fall,Biology 215,M1
31723,Spring,History 300,M3
31723,Winter,History 325,T2
31723,Fall,Philos 310,M3
31723,Spring,Philos 402,T2
31723,Spring,BehSci 330,M2
31723,Winter,BehSci 332,M4
31723,Winter,BehSci 358,T1
31723,Winter,BehSci 364,M1
31723,Spring,ECE 315,M1
31723,Fall,Philos 401,T2
31723,Winter,Philos 495B,M3
33139,Spring,CivEngr 330,T2
33139,Winter,ECE 315,T2
33139,Fall,Law 220,M2
33139,Spring,Math 245,M2
33139,Winter,PolSci 211,M3
33139,Spring,Biology 215,T3
33139,Winter,Econ 201,T3
33139,Fall,EngrMech 220,T1
33139,Winter,Math 243,M2
33139,Fall,MSS 251,T3
34520,Winter,Chem 100,M1
34520,Fall,English 111,M3
34520,Fall,Math 141,T2
34520,Spring,MSS 251,M1
34520,Winter,Spanish 132,M3
34520,Spring,BehSci 110,T2
34520,Winter,CompSci 110,T4
34520,Spring,History 100,M4
34520,Spring,ReadStrat 103,T1
34520,Fall,Spanish 131,M2
33140,Spring,AeroEngr 241,M1
33140,Winter,Chem 200,T1
33140,Winter,EngrMech 330,M1
33140,Winter,Math 245,M2
33140,Fall,MSS 251,M1
33140,Fall,AeroEngr 210,T4
33140,Winter,CompSci 206,M3
33140,Spring,Econ 201,T1
33140,Fall,EngrMech 220,T1
33140,Fall,Math 243,T2
33140,Spring,Physics 215,M3
33140,Fall,ArmnShp 461F,M3
33140,Winter,ArmnShp 461W,T3
33140,Spring,ArmnShp 461S,T3
35307,Winter,Chem 100,T1
35307,Fall,English 111,T1
35307,Winter,Math 142,T3
35307,Spring,Physics 110,T1
35307,Spring,Portuguese 132,M2
35307,Spring,BehSci 110,M1
35307,Winter,CompSci 110,M1
35307,Winter,History 100,M3
35307,Fall,Math 141,T2
35307,Fall,Portuguese 131,M2
35307,Fall,ReadStrat 103,M1
35307,Fall,PhyEd 714F,M4
35307,Fall,PhyEd 713F,M3
35307,Spring,PhyEd 714S,M4
35307,Fall,PhyEd 718F,T4
35307,Fall,PhyEd 717F,T3
35307,Winter,PhyEd 718W,T4
35307,Spring,PhyEd 718S,T4
34036,Spring,CompSci 212,M1
34036,Fall,Law 220,M3
34036,Fall,Math 344,T2
34036,Winter,MSS 251,M1
34036,Fall,OpsRsch 310,T3
34036,Spring,Econ 201,T1
34036,Winter,English 211,T1
34036,Spring,EngrMech 220,T3
34036,Winter,Math 243,T2
34036,Fall,Physics 215,M1
34036,Spring,PolSci 211,M3
34036,Winter,PhyEd 714W,M4
34036,Winter,PhyEd 713W,M3
34036,Spring,PhyEd 714S,M4
34036,Fall,PhyEd 718F,T4
34036,Winter,PhyEd 718W,T4
34036,Winter,PhyEd 717W,T3
34036,Spring,PhyEd 718S,T4
32013,Spring,Econ 356,T3
32013,Spring,Econ 365,M2
32013,Winter,Econ 374,M3
32013,Winter,Econ 440,T1
32013,Spring,Mgt 342,M1
32013,Winter,Spanish 410,T3
32013,Fall,Biology 215,M3
32013,Fall,ECE 315,T1
32013,Fall,Econ 333,M1
32013,Spring,Econ 355,T2
32013,Fall,Math 356,T2
32013,Winter,Spanish 365,M2
33141,Winter,English 211,M3
33141,Spring,EngrMech 320,M3
33141,Spring,EngrMech 330,T2
33141,Fall,Law 220,T2
33141,Winter,MSS 251,T1
33141,Spring,ECE 315,T3
33141,Fall,Econ 201,M1
33141,Fall,EngrMech 220,M4
33141,Winter,EngrMech 305,M4
33141,Spring,Math 245,M4
33141,Fall,Physics 215,T3
33141,Winter,PolSci 211,T3
31724,Fall,Biology 215,M1
31724,Spring,CompSci 212,M3
31724,Spring,Econ 365,M2
31724,Spring,Math 378,T1
31724,Winter,OpsRsch 312,M3
31724,Winter,Spanish 322,M2
31724,Fall,ECE 315,T4
31724,Winter,Math 377,T2
31724,Winter,OpsRsch 311,M1
31724,Fall,OpsRsch 331,T2
31724,Spring,Philos 310,T2
31724,Fall,Spanish 321,T1
32615,Winter,Biology 215,M1
32615,Winter,French 410,M3
32615,Spring,History 345,T2
32615,Spring,PolSci 302,M2
32615,,PolSci 496,
32615,Fall,Exchange 100F,M1
32615,Fall,Exchange 200F,M3
32615,Fall,Exchange 300F,T1
32615,Fall,Exchange 400F,T3
33142,Fall,BehSci 360,T4
33142,Spring,Econ 201,M3
33142,Winter,English 211,T4
33142,Spring,History 300,T4
33142,Winter,Law 220,M2
33142,Spring,Math 300,T3
33142,Winter,MSS 251,M3
33142,Fall,OpsRsch 310,T3
33142,Fall,Philos 310,M2
33142,Fall,PolSci 211,T1
34521,Spring,BehSci 110,M3
34521,Spring,CompSci 110,M4
34521,Winter,German 132,T2
34521,Spring,History 100,T1
34521,Winter,Math 243,T4
34521,Winter,Physics 215,M1
34521,Spring,Chem 100,T3
34521,Winter,English 111,M3
34521,Fall,German 131,T2
34521,Fall,Math 152,T3
34521,Fall,Physics 110,M1
32671,Fall,BehSci 231,M3
32671,Winter,BehSci 373,M1
32671,Spring,Biology 215,T3
32671,Winter,History 300,T3
32671,Fall,Philos 310,M4
32671,Fall,AstroEngr 310,M1
32671,Spring,BehSci 330,M2
32671,Winter,BehSci 360,M2
32671,Spring,BehSci 377,T2
32671,Fall,BehSci 380,T2
34522,Spring,Chem 100,M1
34522,Spring,German 222,T2
34522,Winter,History 100,M1
34522,Winter,Math 245,M3
34522,Winter,Physics 215,T1
34522,Spring,ReadStrat 103,M3
34522,Fall,BehSci 110,M2
34522,Spring,CompSci 110,M4
34522,Fall,English 111,T4
34522,Fall,German 221,M4
34522,Fall,Math 253,M1
35633,Winter,BehSci 110,T2
35633,Spring,CompSci 110,T1
35633,Spring,English 111,T2
35633,Winter,Math 142,M4
35633,Spring,Physics 110,M3
35633,Fall,Chem 100,M3
35633,Winter,French 221,M3
35633,Fall,History 100,T3
35633,Fall,Math 141,T2
35633,Winter,PhyEd 711W,M1
35633,Winter,PhyEd 712W,M2
35633,Spring,PhyEd 711S,M1
35633,Fall,PhyEd 718F,T4
35633,Winter,PhyEd 718W,T4
35633,Winter,PhyEd 717W,T3
35633,Spring,PhyEd 718S,T4
33144,Spring,English 211,T2
33144,Fall,EngrMech 220,T4
33144,Fall,History 300,M4
33144,Spring,History 495,T3
33144,Fall,Physics 215,M1
33144,Winter,PolSci 211,M2
33144,Winter,Biology 215,T1
33144,Winter,Econ 201,T3
33144,Fall,History 230,T3
33144,Winter,History 351,M3
33144,Spring,Law 220,T4
33144,Spring,MSS 251,M3
34523,Fall,CompSci 110,M2
34523,Winter,ECE 210,M2
34523,Spring,English 111,T4
34523,Spring,History 100,T3
34523,Spring,Math 243,M4
34523,Winter,Physics 215,T1
34523,Winter,Spanish 132,T3
34523,Spring,BehSci 110,M2
34523,Winter,Chem 100,M3
34523,Fall,Math 152,M3
34523,Fall,Physics 110,T3
34523,Spring,ReadStrat 103,T2
34523,Fall,Spanish 131,M4
33145,Spring,English 211,M4
33145,Fall,Math 300,M3
33145,Spring,MSS 251,T1
33145,Winter,Russian 410,T2
33145,Winter,SocSci 212,M2
33145,Fall,AeroEngr 315,M4
33145,Fall,ECE 315,T4
33145,Winter,History 300,M3
33145,Spring,Law 220,M3
33145,Winter,PolSci 211,T3
33145,Fall,Russian 365,T3
34524,Spring,BehSci 110,T4
34524,Fall,CompSci 110,M3
34524,Winter,German 132,T1
34524,Winter,Math 142,M4
34524,Winter,Physics 110,T3
34524,Spring,Chem 100,M3
34524,Spring,English 111,T1
34524,Fall,German 131,T2
34524,Fall,History 100,T4
34524,Fall,Math 141,M1
35634,Spring,BehSci 110,M2
35634,Fall,CompSci 110,T3
35634,Spring,English 111,T4
35634,Winter,Math 142,M2
35634,Spring,Physics 110,M3
35634,Winter,Spanish 132,T3
35634,Winter,Chem 100,M3
35634,Fall,History 100,T4
35634,Fall,Math 141,M3
35634,Spring,ReadStrat 103,T2
35634,Fall,Spanish 131,M4
32376,Fall,AstroEngr 310,T3
32376,Spring,PolSci 302,T1
32376,Spring,PolSci 392,M3
32376,Spring,PolSci 394,M1
32376,Spring,Russian 322,M2
32376,Winter,AeroEngr 315,T4
32376,Fall,PolSci 300,M3
32376,Winter,PolSci 301,T3
32376,Spring,PolSci 469,T2
32376,Winter,Russian 321,M3
34234,Fall,Chem 200,T1
34234,Spring,History 300,T4
34234,Spring,MSS 251,M1
34234,Fall,OpsRsch 310,M2
34234,Winter,SocSci 311,M4
34234,Spring,EngrMech 220,M4
34234,Fall,Law 220,M3
34234,Fall,Math 300,T4
34234,Winter,Physics 110,T3
34234,Winter,PolSci 211,M2
34234,Winter,English 211,M3
33146,Winter,English 211,T2
33146,Fall,Chem 200,T3
33146,Spring,ECE 315,M3
33146,Fall,EngrMech 220,M3
33146,Spring,Math 243,M4
33146,Winter,Math 356,T1
33146,Spring,PolSci 211,M2
33146,Fall,Econ 201,T1
33146,Winter,German 221,M2
33146,Fall,Law 220,M4
33146,Spring,MSS 251,T3
33146,Winter,Physics 215,M3
35635,Winter,CompSci 110,M2
35635,Winter,English 111,M1
35635,Spring,German 132,M2
35635,Fall,History 100,M1
35635,Winter,Math 142,M3
35635,Fall,BehSci 110,M4
35635,Fall,Chem 100,T3
35635,Winter,German 131,T4
35635,Fall,LearnStrat 101,M3
35635,Fall,Math 141,M2
34411,Fall,Chem 200,T1
34411,Winter,ECE 315,M2
34411,Fall,History 300,M2
34411,Winter,Math 300,M1
34411,Spring,MSS 251,M1
34411,Spring,English 211,T2
34411,Fall,EngrMech 220,M3
34411,Spring,Law 220,T1
34411,Winter,Physics 110,T1
34411,Fall,PolSci 211,T3
34411,Fall,PhyEd 714F,M4
34411,Winter,PhyEd 714W,M4
34411,Winter,PhyEd 713W,M3
34411,Spring,PhyEd 714S,M4
34411,Fall,PhyEd 718F,T4
34411,Winter,PhyEd 718W,T4
34411,Winter,PhyEd 717W,T3
32732,Fall,AstroEngr 310,M2
32732,Spring,Biology 215,T3
32732,Spring,ECE 315,M2
32732,Spring,Mgt 337,T2
32732,Winter,Mgt 342,T1
32732,Winter,Mgt 375,T3
32732,Winter,AeroEngr 315,M3
32732,Fall,Mgt 303,T3
32732,Winter,Mgt 341,T2
32732,Fall,Mgt 345,T4
32732,Fall,Mgt 382,M4
33148,Spring,AeroEngr 241,M2
33148,Spring,AstroEngr 310,M3
33148,Fall,Chem 200,T1
33148,Winter,EngrMech 330,M1
33148,Spring,Math 356,T1
33148,Fall,PolSci 211,T3
33148,Fall,AeroEngr 210,M2
33148,Winter,CompSci 206,M2
33148,Winter,Econ 201,M3
33148,Fall,EngrMech 220,M3
33148,Spring,Math 346,T2
33148,Winter,MSS 251,T1
33148,Fall,PhyEd 714F,M4
33148,Winter,PhyEd 714W,M4
33148,Spring,PhyEd 714S,M4
33148,Winter,PhyEd 718W,T4
33148,Winter,PhyEd 717W,T3
33148,Spring,PhyEd 718S,T4
33295,Fall,EngrMech 220,M2
33295,Winter,Geo 250,T2
33295,Winter,German 132,M1
33295,Spring,MSS 298,T2
33295,Winter,Russian 222,M2
33295,Winter,SocSci 212,T1
33295,Spring,English 211,T4
33295,Fall,German 131,T3
33295,Spring,Physics 215,M3
33295,Fall,PolSci 211,M3
33295,Fall,Russian 221,T2
31725,Fall,AstroEngr 310,M3
31725,Winter,French 222,M2
31725,Winter,Math 300,T4
31725,Spring,Philos 370,T3
31725,Spring,Philos 392,T2
31725,Winter,Philos 401,T3
