student,semester,course,period
31949,Fall,SysEngr 336,M3
31949,Winter,History 300,T1
31949,Fall,Math 356,M2
31949,Winter,MechEngr 396,T3
31949,Fall,Philos 310,M1
31949,Spring,SysEngr 310,M1
31949,Fall,SysEngr 311,T3
35596,Spring,BehSci 110,T2
35596,Winter,Chem 200,M1
35596,Spring,CompSci 110,M4
35596,Winter,Math 142,T2
35596,Spring,PolSci 211,T3
35596,Fall,Chem 100,M3
35596,Winter,English 111,T3
35596,Spring,History 100,M3
35596,Fall,Math 141,M2
35596,Fall,Portuguese 131,M1
35597,Spring,CompSci 110,T4
35597,Winter,English 111,T3
35597,Spring,French 430,T2
35597,Winter,History 100,M1
35597,Winter,Math 142,T2
35597,Spring,BehSci 110,M4
35597,Fall,Chem 100,T1
35597,Fall,French 365,M3
35597,Fall,LearnStrat 101,T3
35597,Fall,Math 141,M4
31950,Winter,AeroEngr 315,T1
31950,Spring,Mgt 337,M3
31950,Spring,Mgt 342,T3
31950,Winter,Mgt 375,M2
31950,Winter,Philos 310,M1
31950,Spring,Biology 215,M1
31950,Fall,ECE 315,T1
31950,Fall,Mgt 303,T3
31950,Fall,Mgt 341,M1
31950,Fall,Mgt 345,T2
31950,Winter,Mgt 382,T2
31950,Fall,PhyEd 714F,M4
31950,Winter,PhyEd 714W,M4
31950,Winter,PhyEd 713W,M3
31950,Spring,PhyEd 714S,M4
31950,Fall,PhyEd 718F,T4
31950,Winter,PhyEd 718W,T4
31950,Winter,PhyEd 717W,T3
35422,Winter,BehSci 110,T2
35422,Spring,Econ 201,T1
35422,Fall,English 111,M3
35422,Winter,Japanese 132,M2
35422,Winter,Math 142,M4
35422,Spring,Physics 110,T3
35422,Winter,Chem 100,T3
35422,Fall,CompSci 110,T4
35422,Spring,History 100,M4
35422,Fall,Japanese 131,M4
35422,Fall,Math 141,T2
32884,Winter,AeroEngr 315,M1
32884,Winter,Geo 310,M3
32884,Spring,History 300,T3
32884,Spring,PolSci 302,M2
32884,Fall,SocSci 483,M1
32884,Fall,EngrMech 220,T1
32884,Winter,Philos 310,T3
32884,Fall,PolSci 300,M2
32884,Winter,PolSci 301,T2
32884,Spring,PolSci 423,T2
32884,Fall,PhyEd 714F,M4
32884,Fall,PhyEd 713F,M3
32884,Winter,PhyEd 714W,M4
32884,Spring,PhyEd 714S,M4
32884,Fall,PhyEd 718F,T4
32884,Fall,PhyEd 717F,T3
32884,Winter,PhyEd 718W,T4
32884,Spring,PhyEd 718S,T4
35026,Fall,CompSci 110,T2
35026,Winter,English 111,T2
35026,Spring,German 132,T1
35026,Spring,Physics 110,T3
35026,Winter,BehSci 110,M4
35026,Fall,Chem 100,M3
35026,Winter,German 131,M3
35026,Winter,History 100,T4
35026,Fall,Math 152,T1
32228,Fall,AeroEngr 315,M1
32228,Spring,Biology 495,T3
32228,Winter,Chem 234,M3
32228,Winter,Chem 243,M1
32228,Spring,Chem 336,M2
32228,Fall,Math 356,M2
32228,Winter,Biology 410,T3
32228,Fall,Chem 233,T2
32228,Winter,Chem 335,T2
32228,Spring,ECE 315,M1
32228,Fall,MSS 451,T1
32885,Winter,Biology 215,T3
32885,Spring,CompSci 211,T3
32885,Winter,ECE 315,M1
32885,Spring,Math 356,M3
32885,Winter,Math 359,M3
32885,Fall,OpsRsch 310,M2
32885,Spring,OpsRsch 312,M2
32885,Fall,Philos 310,T3
32885,Winter,SysEngr 301,T1
32885,Fall,SysEngr 310,T1
32885,Fall,SysEngr 336,M3
33711,Winter,AstroEngr 310,T3
33711,Fall,EngrMech 220,T3
33711,Fall,Law 221,M1
33711,Winter,Math 300,M3
33711,Fall,Philos 310,T4
33711,Spring,English 211,M2
33711,Spring,Law 220,T1
33711,Spring,MSS 251,T3
33711,Winter,Physics 215,M1
33711,Fall,PolSci 211,M3
35028,Spring,Chem 100,M3
35028,Winter,English 111,T2
35028,Spring,German 222,T2
35028,Winter,Math 243,T3
35028,Winter,Physics 215,M3
35028,Spring,BehSci 110,M1
35028,Winter,CompSci 110,M1
35028,Fall,German 221,M3
35028,Fall,Math 152,T4
35028,Fall,Physics 110,M1
35028,Spring,ReadStrat 103,T1
33712,Spring,EngrMech 220,T2
33712,Fall,History 300,M2
33712,Winter,Law 220,M3
33712,Spring,Philos 310,T1
33712,Spring,PolSci 211,M2
33712,Winter,SocSci 311,M4
33712,Spring,Chem 200,M3
33712,Winter,English 211,M2
33712,Fall,Math 300,T1
33712,Fall,MSS 251,T3
33712,Winter,OpsRsch 310,M1
32580,Spring,AeroEngr 315,T1
32580,Winter,Biology 360,M2
32580,Spring,Biology 440,M3
32580,Spring,Chem 230,M2
32580,Winter,French 322,T2
32580,Fall,Biology 330,M3
32580,Spring,Biology 380,T2
32580,Winter,Biology 410,T3
32580,Fall,ECE 315,T1
32580,Fall,French 321,M2
32580,Winter,Philos 310,M1
33713,Spring,Chinese 222,M2
33713,Spring,EngrMech 220,M1
33713,Winter,History 300,M3
33713,Spring,Law 220,M3
33713,Fall,OpsRsch 310,T3
33713,Fall,PolSci 211,M4
33713,Winter,Chinese 221,M2
33713,Spring,Econ 201,T3
33713,Fall,English 211,M3
33713,Winter,MSS 251,T1
33713,Fall,Physics 215,M1
32229,Spring,AeroEngr 315,M4
32229,Spring,Biology 360,M3
32229,Spring,Biology 495,T3
32229,Spring,Chem 336,M2
32229,Winter,Chem 482,T1
32229,Fall,Math 356,M4
32229,Winter,Chem 335,T2
32229,Fall,Chem 344,T3
32229,Fall,Chem 481,M3
32229,Winter,ECE 315,T4
32229,Winter,History 300,M4
32556,Winter,Math 359,T2
32556,Spring,OpsRsch 312,M2
32556,Winter,SysEngr 301,T4
32556,Spring,SysEngr 336,M4
32556,Winter,SysEngr 470,M3
32556,Fall,AeroEngr 315,T4
32556,Fall,BehSci 375,M3
32556,Spring,CompSci 211,T1
32556,Fall,Math 356,M2
32556,Fall,SysEngr 311,T3
32886,Fall,AstroEngr 310,T1
32886,Spring,Mgt 337,M1
32886,Spring,Mgt 342,M3
32886,Winter,Mgt 361,T2
32886,Winter,Mgt 375,M1
32886,Winter,AeroEngr 315,M3
32886,Spring,ECE 315,T2
32886,Fall,Mgt 303,M1
32886,Winter,Mgt 341,T3
32886,Fall,Mgt 345,M2
32886,Fall,PhyEd 713F,M3
32886,Spring,PhyEd 714S,M4
32886,Fall,PhyEd 718F,T4
32886,Fall,PhyEd 717F,T3
32886,Winter,PhyEd 718W,T4
32886,Spring,PhyEd 718S,T4
35029,Fall,CompSci 110,M4
35029,Fall,English 111,M3
35029,Winter,French 132,T3
35029,Spring,Math 243,T3
35029,Spring,Physics 110,T1
35029,Spring,BehSci 110,M1
35029,Winter,Chem 100,T1
35029,Fall,French 131,T2
35029,Winter,History 100,M4
35029,Fall,Math 152,T1
32230,Spring,AstroEngr 310,M3
32230,Winter,Biology 215,M3
32230,Spring,Mgt 337,M2
32230,Winter,Mgt 342,M1
32230,Spring,Mgt 375,T2
32230,Spring,ECE 315,T3
32230,Winter,Mgt 303,T2
32230,Fall,Mgt 341,M1
32230,Fall,Mgt 345,T2
32230,Fall,Mgt 382,M4
32230,Fall,OpsRsch 310,M2
33714,Fall,Biology 215,M1
33714,Winter,Chem 234,M3
33714,Winter,Chem 243,T3
33714,Winter,EngrMech 220,T2
33714,Spring,MSS 251,T3
33714,Winter,PolSci 211,T1
33714,Winter,Russian 222,M2
33714,Fall,Chem 233,T1
33714,Spring,Econ 201,M1
33714,Fall,English 211,T2
33714,Spring,Law 220,T1
33714,Spring,Physics 215,M3
33714,Fall,Russian 221,T3
35030,Winter,CompSci 110,T1
35030,Spring,German 132,T2
35030,Spring,Math 243,M3
35030,Winter,MSS 251,T3
35030,Fall,Physics 110,T3
35030,Fall,BehSci 110,M1
35030,Spring,Chem 200,M1
35030,Winter,German 131,M3
35030,Fall,History 100,M2
35030,Fall,Math 152,T1
35599,Spring,Arabic 132,M3
35599,Fall,Chem 100,M1
35599,Winter,English 111,T2
35599,Winter,Math 142,M4
35599,Spring,Physics 110,M1
35599,Winter,Arabic 131,T3
35599,Fall,BehSci 110,T2
35599,Winter,CompSci 110,M3
35599,Fall,History 100,M3
35599,Fall,Math 141,T1
35599,Winter,ReadStrat 103,T1
33715,Winter,CompSci 220,T2
33715,Winter,ECE 281,M2
33715,Winter,English 200,M3
33715,Spring,Japanese 222,T2
33715,Spring,Math 340,T1
33715,Spring,MSS 251,T3
33715,Fall,CompSci 210,M3
33715,Winter,ECE 315,T3
33715,Fall,Econ 201,T1
33715,Fall,Japanese 221,T3
33715,Fall,Law 220,T4
33715,Spring,PolSci 211,M3
35273,Fall,Chem 100,T3
35273,Winter,English 111,T1
35273,Spring,German 132,M2
35273,Winter,Math 142,T4
35273,Spring,Physics 110,T3
35273,Fall,BehSci 110,M2
35273,Winter,CompSci 110,M1
35273,Winter,German 131,M3
35273,Fall,History 100,T1
35273,Fall,Math 141,M4
31951,Fall,AeroEngr 315,M2
31951,Winter,Arabic 322,T2
31951,Spring,Mgt 337,M1
31951,Winter,Mgt 342,T1
31951,Winter,Mgt 375,M1
31951,Fall,Arabic 321,T2
31951,Spring,Biology 215,T1
31951,Spring,Mgt 303,M3
31951,Fall,Mgt 341,M3
31951,Fall,Mgt 345,T3
31951,Winter,PhyEd 714W,M4
31951,Winter,PhyEd 713W,M3
31951,Spring,PhyEd 714S,M4
31951,Winter,PhyEd 718W,T4
31951,Winter,PhyEd 717W,T3
31951,Spring,PhyEd 718S,T4
35031,Winter,ECE 210,M2
35031,Winter,English 111,T3
35031,Spring,EngrMech 220,M4
35031,Spring,German 222,T2
35031,Spring,History 100,M1
35031,Winter,Math 243,M3
35031,Winter,Physics 215,T1
35031,Fall,BehSci 110,T4
35031,Spring,CompSci 110,M3
35031,Fall,German 221,M3
35031,Fall,Math 152,T1
35031,Fall,Physics 110,M1
33718,Winter,English 200,M3
33718,Spring,History 300,M3
33718,Fall,Math 344,T2
33718,Spring,MSS 251,T3
33718,Winter,OpsRsch 310,T4
33718,Fall,Chem 200,M3
33718,Winter,CompSci 210,M1
33718,Spring,Econ 201,M1
33718,Fall,EngrMech 220,M1
33718,Fall,PolSci 211,M2
34305,Winter,Econ 201,M3
34305,Winter,Geo 250,T2
34305,Fall,Geo 310,M4
34305,Winter,Meteor 320,M2
34305,Fall,MSS 251,M1
34305,Spring,Chem 200,T1
34305,Winter,English 211,T1
34305,Spring,EngrMech 220,M2
34305,Fall,History 230,T2
34305,Spring,History 351,M3
34305,Spring,Law 220,M4
35274,Spring,AeroEngr 241,M3
35274,Winter,AeroEngr 315,M1
35274,Spring,Chem 100,T1
35274,Spring,Chinese 132,M2
35274,Fall,EngrMech 220,M2
35274,Winter,Math 245,M2
35274,Fall,BehSci 110,T4
35274,Fall,Chinese 131,M3
35274,Winter,CompSci 110,M4
35274,Winter,History 100,T1
35274,Fall,Math 253,M1
31952,Winter,AeroEngr 315,M1
31952,Winter,Law 331,M2
31952,Winter,Law 340,T2
31952,Spring,Law 351,T2
31952,Spring,Philos 310,M3
31952,Winter,SocSci 483,T1
31952,Fall,AstroEngr 310,M3
31952,Fall,ECE 315,T3
31952,Fall,Law 221,M1
31952,Fall,Law 321,M2
31952,Spring,PolSci 423,T1
31952,Winter,PhyEd 713W,M3
31952,Spring,PhyEd 714S,M4
31952,Fall,PhyEd 718F,T4
31952,Winter,PhyEd 718W,T4
31952,Winter,PhyEd 717W,T3
31952,Spring,PhyEd 718S,T4
33719,Winter,CompSci 220,M2
33719,Winter,Cyber 350,T1
33719,Winter,ECE 281,M3
33719,Spring,ECE 315,M2
33719,Spring,Math 340,T2
33719,Fall,Philos 310,M3
33719,Fall,CompSci 210,M1
33719,Fall,English 211,M4
33719,Winter,Law 220,M4
33719,Spring,MSS 251,M3
33719,Fall,PolSci 211,T1
32581,Spring,AstroEngr 310,T2
32581,Fall,History 300,M4
32581,Spring,PolSci 302,M3
32581,Spring,PolSci 394,M1
32581,Winter,Spanish 410,T2
32581,Spring,ECE 315,M2
32581,Fall,Math 300,T1
32581,Fall,Philos 401,T3
32581,Fall,PolSci 300,M3
32581,Winter,PolSci 301,T4
32581,Winter,Spanish 365,M2
33720,Spring,English 211,M4
33720,Winter,CompSci 220,T1
33720,Winter,ECE 281,M2
33720,Spring,ECE 332,M3
33720,Winter,Law 220,T2
33720,Fall,MSS 251,T3
33720,Fall,CompSci 210,T1
33720,Winter,ECE 210,M3
33720,Fall,ECE 315,M4
33720,Spring,Econ 201,T3
33720,Winter,EngrMech 220,T3
33720,Fall,Math 245,M2
33720,Spring,Physics 215,M1
34307,Fall,CompSci 211,T1
34307,Winter,Japanese 222,T3
34307,Spring,OpsRsch 310,T4
34307,Winter,Physics 215,M3
34307,Spring,SysEngr 310,M1
34307,Fall,AeroEngr 315,M4
34307,Spring,Econ 201,M3
34307,Fall,EngrMech 220,T4
34307,Fall,Japanese 221,T3
34307,Spring,Law 220,T2
34307,Winter,PolSci 211,T2
34307,Winter,English 211,M2
34308,Fall,BehSci 373,T1
34308,Spring,CompSci 211,T3
34308,Winter,Econ 201,M3
34308,Winter,Japanese 222,T3
34308,Spring,Math 356,T1
34308,Fall,Biology 215,T3
34308,Fall,Japanese 221,T2
34308,Fall,Law 220,M4
34308,Spring,Physics 215,M3
34308,Spring,PolSci 211,M2
34308,Winter,SysEngr 310,M1
34308,Winter,English 211,T2
33721,Winter,English 211,M1
33721,Fall,Econ 201,M1
33721,Winter,Geo 250,M2
33721,Fall,Geo 310,T2
33721,Fall,Philos 310,T3
33721,Spring,EngrMech 220,M3
33721,Spring,Law 220,T1
33721,Winter,MSS 201,T1
33721,Spring,MSS 251,M1
33721,Fall,PolSci 211,T1
33721,Fall,PhyEd 714F,M4
33721,Winter,PhyEd 714W,M4
33721,Winter,PhyEd 713W,M3
33721,Spring,PhyEd 714S,M4
33721,Winter,PhyEd 718W,T4
33721,Winter,PhyEd 717W,T3
33721,Spring,PhyEd 718S,T4
35275,Spring,Chem 100,T3
35275,Winter,Chinese 222,T2
35275,Fall,English 111,T4
35275,Spring,Math 245,T1
35275,Winter,Physics 215,M3
35275,Spring,BehSci 110,M4
35275,Fall,Chinese 221,M2
35275,Fall,CompSci 110,M4
35275,Winter,History 100,T3
35275,Fall,Math 253,M3
33722,Winter,Chem 234,M2
33722,Winter,Chem 243,T1
33722,Spring,ECE 315,T2
33722,Fall,EngrMech 220,M3
33722,Spring,Physics 215,M1
33722,Spring,PolSci 211,T3
33722,Fall,Chem 233,T1
33722,Winter,English 211,M1
33722,Fall,Law 220,T2
33722,Spring,Math 245,M3
33722,Fall,Physics 110,M1
33722,Fall,PhyEd 714F,M4
33722,Winter,PhyEd 714W,M4
33722,Winter,PhyEd 713W,M3
33722,Fall,PhyEd 718F,T4
33722,Winter,PhyEd 718W,T4
33722,Winter,PhyEd 717W,T3
33722,Spring,PhyEd 718S,T4
35032,Winter,Chem 200,T1
35032,Spring,CompSci 110,T3
35032,Winter,Math 142,M1
35032,Spring,PolSci 211,M2
35032,Winter,Russian 322,M2
35032,Fall,Chem 100,M1
35032,Spring,English 111,T1
35032,Spring,History 100,T2
35032,Fall,Math 141,M3
35032,Fall,Russian 321,T2
35032,Fall,PhyEd 714F,M4
35032,Winter,PhyEd 714W,M4
35032,Winter,PhyEd 713W,M3
35032,Spring,PhyEd 714S,M4
35032,Winter,PhyEd 718W,T4
35032,Winter,PhyEd 717W,T3
35032,Spring,PhyEd 718S,T4
34310,Fall,Biology 330,M1
34310,Winter,Chem 200,T1
34310,Winter,French 222,M2
34310,Winter,Math 356,T3
34310,Spring,Biology 215,M1
34310,Fall,EngrMech 220,T1
34310,Fall,French 221,T2
34310,Winter,Law 220,M1
34310,,MSS 251,
34310,Spring,Physics 110,T1
34310,Spring,English 211,T3
34310,Fall,PhyEd 714F,M4
34310,Fall,PhyEd 713F,M3
34310,Fall,PhyEd 718F,T4
34310,Fall,PhyEd 717F,T3
34310,Winter,PhyEd 718W,T4
34310,Spring,PhyEd 718S,T4
35600,Spring,CompSci 110,T1
35600,Winter,English 111,T2
35600,Fall,History 100,M1
35600,Winter,Math 142,T3
35600,Spring,Portuguese 132,T3
35600,Winter,BehSci 110,M3
35600,Spring,Chem 100,M1
35600,Fall,LearnStrat 101,T2
35600,Fall,Math 141,T1
35600,Fall,Portuguese 131,M2
35600,Fall,PhyEd 714F,M4
35600,Fall,PhyEd 713F,M3
35600,Winter,PhyEd 714W,M4
35600,Spring,PhyEd 714S,M4
35600,Fall,PhyEd 718F,T4
35600,Fall,PhyEd 717F,T3
35600,Spring,PhyEd 718S,T4
32354,Winter,Biology 215,T3
32354,Winter,ECE 315,M3
32354,Spring,Mgt 337,M1
32354,Spring,Mgt 342,M3
32354,Winter,Mgt 375,M2
32354,Spring,OpsRsch 310,T4
32354,Spring,EngrMech 220,M4
32354,Fall,Mgt 303,M2
32354,Winter,Mgt 341,M1
32354,Fall,Mgt 345,M3
32354,Fall,Physics 215,T1
35423,Spring,BehSci 110,M3
35423,Fall,CompSci 110,T2
35423,Winter,ECE 210,M2
35423,Spring,English 111,T4
35423,Winter,German 132,T2
35423,Spring,Math 243,M4
35423,Winter,Physics 215,T3
35423,Winter,Chem 100,M3
35423,Fall,German 131,M4
35423,Spring,History 100,M2
35423,Fall,Math 152,M3
35423,Fall,Physics 110,T3
35423,Spring,ReadStrat 103,T1
32699,Spring,AstroEngr 310,T4
32699,Spring,Biology 360,M3
32699,Winter,Chem 222,M3
32699,Spring,Chem 336,M2
32699,Winter,History 300,M1
32699,Spring,Math 356,M4
32699,Winter,AeroEngr 315,M2
32699,Fall,Biology 215,T1
32699,Winter,Chem 335,T2
32699,Fall,Chem 344,T3
32699,Fall,EngrMech 220,M1
34055,Spring,AeroEngr 241,M1
34055,Fall,Chem 200,T3
34055,Fall,ECE 315,T1
34055,Spring,Math 245,M2
34055,Fall,AstroEngr 201,T2
34055,Spring,AstroEngr 310SO,T2
34055,Winter,Math 243,M3
34055,Spring,MSS 251,M3
34055,Fall,Physics 215,M1
34055,Winter,Russian 221,T2
34055,Winter,English 211,M2
34055,Fall,ArmnShp 461F,M3
34055,Winter,ArmnShp 461W,T3
34055,Spring,ArmnShp 461S,T3
33724,Spring,English 211,M3
33724,Fall,Chem 200,M3
33724,Winter,Geo 250,T2
33724,Spring,Geo 340,M4
33724,Winter,History 300,M3
33724,Spring,Biology 215,T1
33724,Fall,EngrMech 220,T1
33724,Fall,Geo 310,T2
33724,Spring,Law 220,T3
33724,Winter,MSS 251,T3
35033,Fall,CompSci 110,M4
35033,Spring,English 111,M4
35033,Winter,Math 142,T2
35033,Winter,Physics 110,M3
35033,Winter,Spanish 132,T3
35033,Spring,BehSci 110,T2
35033,Spring,Chem 100,T3
35033,Fall,History 100,M3
35033,Fall,Math 141,M2
35033,Spring,ReadStrat 103,M3
35033,Fall,Spanish 131,T3
35601,Spring,Chem 100,M3
35601,Spring,Chinese 132,T3
35601,Winter,Econ 201,M3
35601,Fall,English 111,M1
35601,Winter,History 100,T3
35601,Fall,ReadStrat 103,T3
35601,Fall,BehSci 110,M4
35601,Fall,Chinese 131,T4
35601,Winter,CompSci 110,T2
35601,Fall,Math 152,T2
35601,Winter,Physics 110,M1
32582,Fall,ECE 315,M1
32582,Fall,Mgt 337,M2
32582,Winter,Mgt 342,T1
32582,Spring,Mgt 375,M3
32582,Spring,Philos 310,T3
32582,Winter,AeroEngr 315,T3
32582,Spring,Biology 215,T1
32582,Winter,Mgt 303,T2
32582,Winter,Mgt 341,M1
32582,Fall,Mgt 345,T2
32582,Fall,PhyEd 714F,M4
32582,Fall,PhyEd 713F,M3
32582,Fall,PhyEd 718F,T4
32582,Fall,PhyEd 717F,T3
32582,Winter,PhyEd 718W,T4
32582,Spring,PhyEd 718S,T4
32231,Spring,AeroEngr 315,T1
32231,Spring,BehSci 390,M2
32231,Winter,BehSci 440,T1
32231,Fall,History 300,T1
32231,Fall,Philos 310,M1
32231,Spring,BehSci 330,M3
32231,Winter,BehSci 332,M4
32231,Winter,BehSci 358,T2
32231,Fall,Biology 370,T3
32231,Winter,Biology 410,M1
32231,Spring,PolSci 211,T3
33725,Spring,EngrMech 320,M3
33725,Fall,History 300,T3
33725,Winter,Law 220,M2
33725,Spring,Math 245,T3
33725,Fall,Physics 215,T1
33725,Spring,PolSci 211,M4
33725,Spring,Econ 201,T1
33725,Fall,English 211,T4
33725,Fall,EngrMech 305,M1
33725,Spring,EngrMech 330,M2
33725,Winter,Math 243,M3
33725,Winter,MSS 251,T3
33725,Winter,Russian 221,T2
31009,Fall,AeroEngr 315,M1
31009,Spring,Biology 320,M3
31009,Fall,Biology 332,T2
31009,Winter,Biology 360,M2
31009,Winter,Biology 363,T1
31009,Fall,Biology 380,T3
31009,Spring,ECE 315,M1
31009,Spring,Econ 201,T1
31009,Fall,Math 356,M2
31009,Winter,Philos 310,M4
33726,Spring,Arabic 222,T2
33726,Winter,Econ 374,M3
33726,Winter,Geo 250,T3
33726,Fall,History 300,T1
33726,Spring,MSS 251,T3
33726,Winter,SocSci 212,T4
33726,Winter,Arabic 221,T2
33726,Fall,Chem 200,T3
33726,Fall,Econ 201,M1
33726,Spring,English 211,T1
33726,Fall,Math 300,M3
33726,Spring,PolSci 211,M2
35034,Fall,CompSci 110,T3
35034,Spring,English 111,T4
35034,Winter,French 132,T1
35034,Winter,Math 142,T2
35034,Spring,Physics 110,M3
35034,Spring,ReadStrat 103,T1
35034,Spring,BehSci 110,M2
35034,Winter,Chem 100,M3
35034,Fall,French 131,M3
35034,Fall,History 100,M4
35034,Fall,Math 141,T4
31954,Spring,Biology 320,M3
31954,,Biology 330,
31954,Fall,Biology 380,T2
31954,Winter,Hum 495,M2
31954,Fall,Meteor 320,M2
31954,Spring,Philos 370,T3
31954,Fall,Biology 345,M1
31954,Winter,Biology 363,T1
31954,Spring,ECE 315,M2
31954,Fall,History 300,M3
31954,Winter,Philos 310,M1
31954,Spring,Philos 410,T2
31954,Winter,PhyEd 714W,M4
31954,Winter,PhyEd 713W,M3
31954,Spring,PhyEd 714S,M4
31954,Fall,PhyEd 718F,T4
31954,Winter,PhyEd 718W,T4
31954,Winter,PhyEd 717W,T3
31954,Spring,PhyEd 718S,T4
33727,Winter,Chem 234,M2
33727,Winter,Chem 243,T3
33727,Winter,English 200,M3
33727,Fall,EngrMech 220,M4
33727,Winter,SocSci 311,T1
33727,Fall,Chem 233,M2
33727,Fall,History 100,T4
33727,Spring,Law 220,M3
33727,Spring,MSS 251,T1
33727,Spring,Philos 310,M2
33727,Fall,PolSci 211,T3
32232,Winter,ECE 281,M3
32232,Winter,Math 356,M1
32232,Fall,OpsRsch 310,T3
32232,Spring,Philos 310,T1
32232,Winter,SysEngr 301,T2
32232,Fall,SysEngr 310,M1
32232,Winter,AeroEngr 315,M2
32232,Fall,Law 220,T4
32232,Spring,Physics 341,M3
32232,Spring,Physics 355,M2
32232,Fall,Physics 361,T2
35602,Winter,Chem 100,M1
35602,Spring,English 111,M3
35602,Winter,Math 142,T2
35602,Spring,Physics 110,T1
35602,Winter,Spanish 132,T3
35602,Spring,BehSci 110,M1
35602,Fall,CompSci 110,M1
35602,Fall,History 100,T2
35602,Fall,Math 141,T1
35602,Fall,Spanish 131,M2
35602,Fall,PhyEd 714F,M4
35602,Fall,PhyEd 713F,M3
35602,Winter,PhyEd 714W,M4
35602,Spring,PhyEd 714S,M4
35602,Fall,PhyEd 718F,T4
35602,Fall,PhyEd 717F,T3
35602,Winter,PhyEd 718W,T4
35602,Spring,PhyEd 718S,T4
35035,Spring,Chem 100,M1
35035,Spring,English 111,T3
35035,Spring,Law 220,M3
35035,Winter,Math 142,T1
35035,Winter,Spanish 132,T2
35035,Fall,BehSci 110,M3
35035,Winter,CompSci 110,M1
35035,Winter,History 100,M2
35035,Fall,Math 141,T3
35035,Fall,Spanish 131,T2
35035,Fall,PhyEd 714F,M4
35035,Winter,PhyEd 714W,M4
35035,Winter,PhyEd 713W,M3
35035,Spring,PhyEd 714S,M4
