Cadet PID,Year,Squadron,Major,Sec Major,Sport Code,Sport Gender
35014,2022,5,No Major,No Major,,
34059,2021,29,OpsRsch,No Major,SO,M
36363,2023,6,No Major,No Major,,
33836,2021,7,CompSci,No Major,,
35314,2022,26,MathApp,No Major,,
35315,2022,25,MechEngr,No Major,,
32252,2020,37,Physics,AstroEngr,,
33837,2021,2,SysEngr,No Major,,
35564,2022,16,Biology,No Major,,
36709,2023,38,No Major,No Major,,
36911,2023,39,No Major,No Major,,
33838,2021,39,Biology,No Major,SW,M
35015,2022,39,No Major,No Major,,
35741,2022,40,AeroEngr,No Major,BB,M
36364,2023,16,No Major,No Major,,
36365,2023,26,No Major,No Major,,
36912,2023,9,No Major,No Major,,
36366,2023,16,No Major,No Major,,
35016,2023,34,No Major,No Major,,
35316,2022,9,SysEngr,No Major,,
31813,2020,20,SysEngr,No Major,,
35017,2022,36,No Major,No Major,,
36367,2023,8,No Major,No Major,CL,F
35565,2022,38,No Major,No Major,FB,M
34325,2021,32,Management,No Major,TR,M
35018,2022,8,History,No Major,,
31814,2020,31,MSS,No Major,CL,M
33839,2021,8,FAS-PolSci,No Major,,
36913,2023,17,No Major,No Major,,
33840,2021,27,AstroEngr,No Major,,
34326,2021,20,PolSci,No Major,,
32478,2020,33,BioChem,No Major,,
35020,2022,26,No Major,No Major,,
36368,2023,7,No Major,No Major,,
34060,2021,17,MSS,No Major,,
36914,2023,10,No Major,No Major,BX,M
33841,2021,33,MechEngr,No Major,,
35021,2022,36,HistoryMil,No Major,,
32630,2020,14,SysEngr,No Major,FB,M
35022,2022,17,Biology,No Major,,
36369,2023,30,No Major,No Major,,
31815,2020,7,PolSci,No Major,,
33842,2021,19,Chemistry,No Major,,
32799,2020,21,Management,No Major,BB,M
34328,2021,37,Management,No Major,FB,M
33843,2021,31,HistoryMil,No Major,,
32302,2020,20,FAS-Hist,No Major,,
33844,2021,6,Management,No Major,FB,M
32253,2020,32,FAS-PolSci,No Major,,
31816,2020,17,Economics,No Major,FB,M
36370,2023,27,No Major,No Major,BX,M
35023,2022,8,No Major,No Major,,
36371,2023,37,No Major,No Major,,
35317,2022,27,No Major,No Major,,
33845,2021,19,Management,No Major,,
37153,2021,11,No Major,No Major,,
32254,2020,35,SysEngr,No Major,,
36372,2023,8,No Major,No Major,,
35024,2022,21,No Major,No Major,FB,M
34329,2021,5,LegalStu,No Major,,
34330,2021,23,GeoSci,No Major,VB,F
37206,2020,7,No Major,No Major,,
34331,2021,12,Biology,No Major,,
31817,2020,5,OpsRsch,No Major,,
34332,2021,18,Biology,No Major,,
36812,2023,15,No Major,No Major,BA,M
32304,2020,13,CivEngr,No Major,,
35318,2022,36,PolSci,No Major,,
36373,2023,18,No Major,No Major,,
36813,2023,25,No Major,No Major,BA,M
36374,2023,28,No Major,No Major,,
31818,2020,17,FAS-Hist,No Major,,
35025,2022,37,Chemistry,No Major,,
36375,2023,40,No Major,No Major,SO,F
35566,2022,10,No Major,No Major,LX,M
32255,2020,9,AeroEngr,No Major,,
33846,2021,28,CivEngr,No Major,DV,F
36915,2023,20,No Major,No Major,,
33847,2021,18,Management,No Major,FB,M
36711,2023,20,No Major,No Major,BB,M
36916,2023,27,No Major,No Major,BX,M
34929,2022,20,SysEngr,No Major,TR,M
33848,2021,40,Chemistry,No Major,,
36376,2023,38,No Major,No Major,,
31819,2020,27,BehSci,No Major,,
34333,2021,38,BehSci,No Major,,
33850,2021,22,SysEngr,No Major,,
34334,2021,32,Management,No Major,,
32800,2020,24,CivEngr,No Major,FB,M
34930,2022,20,SysEngr,No Major,BX,M
35567,2022,8,ElCompEngr,No Major,,
31821,2020,34,CivEngr,No Major,FB,M
31822,2020,32,MechEngr,No Major,,
36377,2023,26,No Major,No Major,,
34931,2022,31,MechEngr,MathApp,,
36917,2023,37,No Major,No Major,,
33852,2021,33,History,No Major,,
32305,2020,27,BehSci,No Major,,
32480,2020,32,Management,No Major,,
33853,2021,17,CivEngr,No Major,,
36378,2023,2,No Major,No Major,BX,M
36814,2023,12,No Major,No Major,,
33854,2021,7,CompSci,No Major,,
32404,2020,13,SysEngr,No Major,,
34932,2022,17,No Major,No Major,,
35568,2022,27,FAS-PolSci,No Major,,
34336,2021,2,MSS,No Major,,
34933,2022,30,GeoSci,No Major,SO,M
33856,2021,1,AstroEngr,No Major,,
33857,2021,9,Economics,No Major,,
32061,2020,4,SysEngr,No Major,,
35569,2022,31,MechEngr,No Major,,
33858,2021,19,BehSci,No Major,,
36918,2023,19,No Major,No Major,BB,M
33859,2021,26,Management,No Major,SO,F
32481,2020,6,SysEngr,No Major,,
35481,2022,37,FAS-PolSci,No Major,,
32405,2022,14,Physics,No Major,,
31823,2020,19,Biology,No Major,SW,M
36379,2023,36,No Major,No Major,BA,M
36380,2023,12,No Major,No Major,,
34934,2022,12,LegalStu,No Major,,
35570,2022,2,CompSci,No Major,BX,M
36919,2023,24,No Major,No Major,,
36381,2023,1,No Major,No Major,CL,F
31824,2020,37,Management,No Major,,
31825,2020,6,English,No Major,,
32631,2020,19,CivEngr,No Major,,
35646,2022,11,Biology,No Major,FB,M
32632,2020,18,BachSci,No Major,,
33860,2021,27,BioChem,No Major,,
31826,2020,29,AeroEngr,No Major,,
36382,2023,22,No Major,No Major,,
33861,2021,11,Management,No Major,,
32801,2020,39,SysEngr,No Major,,
36815,2023,29,No Major,No Major,,
34337,2021,21,Management,No Major,,
34338,2021,3,GeoSci,No Major,,
35430,2022,9,No Major,No Major,,
32633,2020,18,Philosophy,Economics,,
31827,2020,4,CompEngr,No Major,,
34935,2022,18,No Major,No Major,,
32306,2020,38,FAS-PolSci,No Major,,
35647,2022,12,No Major,No Major,,
36920,2023,8,No Major,No Major,WR,M
36816,2023,9,No Major,No Major,CL,M
32803,2020,6,CivEngr,No Major,,
35431,2022,40,CompSci,No Major,FN,M
32406,2020,8,Biology,No Major,,
32804,2020,27,BehSci,No Major,,
35648,2022,10,No Major,No Major,,
36817,2023,19,No Major,No Major,,
34936,2022,28,HistoryMil,No Major,,
34339,2021,3,Management,No Major,,
33862,2021,29,BachSci,No Major,,
36383,2023,29,No Major,No Major,,
34937,2022,1,OpsRsch,No Major,TR,M
36921,2023,34,Chemistry,No Major,,
32805,2020,38,Management,No Major,,
33863,2021,39,Biology,No Major,,
35319,2022,38,GeoSci,No Major,,
34340,2021,19,Management,No Major,FB,M
35320,2022,10,No Major,No Major,,
37092,2023,35,No Major,No Major,IH,M
34938,2022,9,No Major,No Major,,
34341,2021,10,Management,No Major,,
34342,2021,15,GeoSci,No Major,TR,F
36712,2023,40,No Major,No Major,,
32482,2020,5,SysEngr,No Major,,
33864,2021,39,SysEngr,No Major,FB,M
36922,2023,29,No Major,No Major,FB,M
35650,2022,18,No Major,No Major,CL,F
32259,2020,24,Economics,No Major,,
36923,2023,40,No Major,No Major,FB,M
36924,2023,30,No Major,No Major,FB,M
34343,2021,11,Management,No Major,FB,M
34163,2021,10,Management,No Major,,
30821,2022,40,No Major,No Major,,
34942,2022,30,OpsRsch,No Major,,
35322,2022,22,AstroEngr,No Major,,
31828,2020,26,BehSci,No Major,SW,F
34943,2022,10,No Major,No Major,CL,F
31829,2020,15,Management,No Major,FB,M
34344,2021,1,Management,No Major,,
36384,2023,16,No Major,No Major,LX,M
36385,2023,39,No Major,No Major,,
33865,2021,29,AeroEngr,No Major,,
34944,2022,27,FAS-PolSci,No Major,,
36818,2023,7,No Major,No Major,,
35321,2022,28,CivEngr,No Major,TR,F
34939,2022,19,HistoryAme,No Major,,
34940,2022,29,AstroEngr,No Major,,
34941,2022,38,PolSci,No Major,,
33866,2021,12,AeroEngr,No Major,,
33868,2021,37,OpsRsch,No Major,,
34945,2022,32,AstroEngr,No Major,,
33014,2020,28,SysEngr,No Major,,
35432,2022,12,Physics,No Major,TR,M
31830,2020,13,CivEngr,No Major,RI,M
36387,2023,39,No Major,No Major,,
34947,2022,17,Biology,No Major,,
33869,2021,8,SysEngr,No Major,,
33870,2021,9,Economics,No Major,,
32407,2020,28,MSS,No Major,IH,M
36388,2023,10,No Major,No Major,,
32483,2020,5,AstroEngr,No Major,,
33871,2021,28,Biology,No Major,,
35654,2022,3,Management,No Major,,
36389,2023,17,No Major,No Major,BX,M
35655,2022,22,No Major,No Major,BX,M
32806,2020,3,CompEngr,No Major,VB,F
36925,2023,18,No Major,No Major,WR,M
36390,2023,20,No Major,No Major,,
33872,2021,19,SysEngr,No Major,,
36713,2023,30,No Major,No Major,,
36391,2023,40,No Major,No Major,,
35345,2022,40,CompSci,CyberSci,,
35346,2022,29,PolSci,No Major,BX,M
33873,2021,21,MechEngr,No Major,GY,M
36714,2023,11,No Major,No Major,,
35652,2022,19,Management,No Major,FB,M
32807,2020,30,Management,No Major,BX,M
31831,2020,23,CivEngr,No Major,WR,M
32408,2020,2,FAS-PolSci,No Major,,
34948,2022,19,Biology,No Major,,
34949,2022,39,No Major,No Major,,
33874,2021,23,Management,No Major,LX,M
34345,2021,10,Management,No Major,LX,M
33875,2021,8,Biology,No Major,SW,M
35347,2022,1,Physics,No Major,,
35433,2022,20,No Major,No Major,BB,M
33876,2021,20,English,No Major,,
32261,2020,38,Philosophy,No Major,,
32652,2020,12,OpsRsch,No Major,WR,M
32307,2020,3,Management,No Major,,
36715,2023,21,No Major,No Major,,
34950,2022,29,No Major,No Major,SO,F
36716,2023,21,No Major,No Major,TR,F
33877,2021,20,Economics,No Major,,
34951,2022,39,Management,No Major,,
33741,2021,30,Biology,No Major,VB,F
31832,2020,34,AeroEngr,No Major,,
33742,2021,30,Management,No Major,,
31216,2021,39,AeroEngr,No Major,,
33744,2021,11,MechEngr,No Major,,
35656,2022,23,Management,No Major,BX,M
32409,2020,29,AstroEngr,No Major,,
34952,2022,30,OpsRsch,No Major,,
32808,2020,3,Management,No Major,TR,F
33745,2021,33,AeroEngr,No Major,,
33746,2021,1,Management,No Major,,
36392,2023,27,No Major,No Major,WR,M
32410,2020,9,AstroEngr,No Major,,
35434,2022,34,English,No Major,,
33747,2021,29,FAS-PolSci,No Major,,
31833,2020,4,Economics,No Major,LX,M
29419,2020,8,MechEngr,No Major,,
33748,2021,18,CyberSci,No Major,,
36393,2023,32,No Major,No Major,,
33749,2021,10,BehSci,No Major,,
36394,2023,1,No Major,No Major,FB,M
36395,2023,11,No Major,No Major,,
35348,2022,40,AeroEngr,No Major,,
34164,2021,32,MechEngr,No Major,FB,M
34165,2021,3,OpsRsch,No Major,FB,M
35766,2022,11,Math,No Major,,
34953,2022,10,Economics,No Major,SW,M
34954,2022,2,No Major,No Major,TR,M
34955,2022,20,CompSci,No Major,,
34956,2022,21,No Major,No Major,,
35657,2022,37,FAS-PolSci,No Major,BB,F
33750,2021,31,OpsRsch,No Major,,
37094,2023,36,No Major,No Major,IH,M
36819,2023,23,No Major,No Major,FN,M
36396,2023,3,No Major,No Major,,
33751,2021,31,Biology,No Major,,
33752,2021,2,BehSci,No Major,,
33753,2021,28,CompEngr,No Major,,
36926,2023,5,No Major,No Major,FB,M
36397,2023,13,AstroEngr,No Major,,
34347,2021,40,Biology,No Major,,
33755,2021,9,BehSci,No Major,,
36717,2023,31,No Major,No Major,,
34957,2022,26,Physics,No Major,,
33756,2021,10,Economics,No Major,,
36399,2023,21,No Major,No Major,,
34184,2021,4,LegalStu,No Major,,
31834,2020,25,GeoSci,No Major,FB,M
36400,2023,7,No Major,No Major,,
34958,2022,1,AeroEngr,No Major,,
36401,2023,33,No Major,No Major,,
32262,2020,10,CompSci,No Major,,
34959,2022,15,ElCompEngr,No Major,,
33757,2021,38,AstroEngr,No Major,,
35658,2022,33,No Major,No Major,FB,M
33758,2021,30,LegalStu,No Major,,
33760,2021,21,AeroEngr,No Major,,
33761,2021,1,Chemistry,No Major,,
31835,2020,19,BehSci,No Major,,
36887,2023,34,No Major,No Major,FB,M
35349,2022,31,ElCompEngr,No Major,,
32811,2020,13,Management,No Major,,
33762,2021,39,Meteor,No Major,,
32263,2020,28,Management,No Major,,
36718,2023,31,No Major,No Major,,
35659,2022,39,No Major,No Major,FB,M
33763,2021,25,Management,No Major,,
34960,2022,12,AeroEngr,No Major,,
36402,2023,18,No Major,No Major,,
36403,2023,2,No Major,No Major,,
36404,2023,2,No Major,No Major,CL,F
35660,2022,13,FAS-Hist,No Major,CL,M
33764,2021,1,GeoSci,No Major,,
33765,2021,5,MechEngr,No Major,,
35661,2022,21,GeoSci,No Major,,
33766,2021,39,SysEngr,No Major,,
33767,2021,11,PolSci,No Major,,
34961,2022,31,BioChem,No Major,,
36808,2023,12,No Major,No Major,,
36405,2023,37,No Major,No Major,LX,M
32589,2020,24,Management,No Major,LX,M
33768,2021,33,Management,No Major,LX,M
37156,2021,12,No Major,No Major,,
36406,2023,10,No Major,No Major,,
36407,2023,12,No Major,No Major,DV,F
34962,2022,3,No Major,No Major,,
31836,2020,34,Management,No Major,,
36927,2023,28,No Major,No Major,,
31837,2021,2,CompSci,CyberSci,,
36928,2023,38,No Major,No Major,,
36929,2023,9,No Major,No Major,WR,M
35435,2022,22,AeroEngr,No Major,,
36408,2023,22,No Major,No Major,,
36409,2023,32,No Major,No Major,,
34166,2021,32,Management,No Major,,
34963,2022,7,Economics,OpsRsch,,
36719,2023,19,No Major,No Major,,
37207,2020,39,No Major,No Major,,
32813,2020,15,Management,No Major,,
34964,2022,6,BehSci,No Major,,
31838,2020,29,GeoSci,No Major,,
33771,2021,16,MechEngr,No Major,,
36410,2023,18,No Major,No Major,GY,M
34185,2021,14,Economics,No Major,WR,M
34965,2022,36,FAS-MSS,No Major,,
32814,2020,23,SysEngr,No Major,,
36931,2023,39,No Major,No Major,,
33772,2021,15,CivEngr,No Major,,
36932,2023,16,No Major,No Major,FB,M
36411,2023,20,No Major,No Major,FB,M
34186,2021,24,Management,No Major,FB,M
35350,2022,32,No Major,No Major,,
33773,2021,12,Economics,No Major,WR,M
36933,2023,29,No Major,No Major,,
33774,2021,1,CivEngr,No Major,FB,M
32264,2020,29,FAS-PolSci,No Major,,
33775,2021,30,CivEngr,No Major,RI,M
33776,2021,40,Biology,No Major,,
36720,2023,37,No Major,No Major,FB,M
36820,2023,3,No Major,No Major,,
33777,2021,11,ElEngr,No Major,,
33778,2021,18,LegalStu,No Major,,
33779,2021,22,History,No Major,,
32265,2020,40,CivEngr,No Major,,
36721,2023,29,No Major,No Major,,
36412,2023,13,No Major,No Major,,
34966,2022,13,SysEngr,No Major,,
34187,2021,19,Economics,No Major,FB,M
32484,2020,20,AeroEngr,No Major,,
33780,2021,9,Biology,No Major,,
32485,2020,30,Biology,No Major,,
33782,2021,22,FAS-MSS,No Major,,
34188,2021,40,BioChem,No Major,WR,M
34967,2022,1,HistoryInt,No Major,,
35351,2022,16,CompSci,CyberSci,,
37024,2023,39,No Major,No Major,CL,F
35662,2022,30,Biology,No Major,BX,M
31839,2020,29,PolSci,No Major,,
32266,2020,25,Economics,No Major,,
33783,2021,13,CompSci,No Major,TR,M
36413,2023,22,No Major,No Major,,
37025,2023,8,No Major,No Major,WR,M
34968,2022,4,AstroEngr,No Major,,
31840,2020,40,HistoryMil,No Major,,
34970,2022,20,GeoSci,No Major,,
32815,2020,24,English,No Major,BB,F
36856,2023,25,No Major,No Major,FB,M
37026,2023,10,No Major,No Major,BB,M
34971,2022,23,No Major,No Major,,
31841,2020,1,CivEngr,No Major,,
36414,2023,4,No Major,No Major,,
32590,2020,14,SysEngr,No Major,BX,M
36722,2023,23,No Major,No Major,,
37208,2020,26,No Major,No Major,,
36415,2023,28,No Major,No Major,LX,M
35352,2022,39,FAS-PolSci,No Major,,
31842,2020,38,Physics,No Major,,
34972,2022,33,MechEngr,No Major,,
32591,2020,35,Humanities,No Major,,
34973,2022,14,AstroEngr,No Major,,
36857,2023,38,No Major,No Major,TR,M
32654,2020,39,FAS-PolSci,No Major,,
31843,2020,5,Management,No Major,WP,M
35663,2022,24,FAS-PolSci,No Major,,
35436,2022,5,No Major,No Major,,
36416,2023,32,No Major,No Major,,
33016,2020,15,OpsRsch,No Major,IH,M
33785,2021,11,FAS-PolSci,No Major,TR,F
37095,2023,9,No Major,No Major,IH,M
36418,2023,4,No Major,No Major,,
32592,2020,22,BehSci,No Major,,
33786,2021,21,BehSci,No Major,,
33787,2021,31,Management,No Major,GY,M
33017,2020,26,SysEngr,No Major,,
36419,2023,3,No Major,No Major,,
32267,2020,3,Economics,No Major,,
33788,2021,11,OpsRsch,No Major,,
33789,2021,32,HistoryInt,No Major,,
34974,2022,24,MechEngr,No Major,,
33790,2021,12,AeroEngr,No Major,,
33791,2021,9,BehSci,No Major,,
32268,2020,6,MSS,FAS-MSS,FB,M
36858,2023,35,No Major,No Major,FB,M
36420,2023,14,No Major,No Major,,
34975,2022,30,No Major,No Major,TR,F
34976,2022,34,Management,No Major,,
36723,2023,13,No Major,No Major,,
35353,2022,32,LegalStu,No Major,,
34977,2022,15,FAS-PolSci,No Major,,
34978,2022,1,Management,No Major,,
34979,2022,18,No Major,No Major,FN,M
36421,2023,14,No Major,No Major,,
33792,2021,34,Economics,No Major,,
36859,2023,19,No Major,No Major,CC,M
33793,2021,31,HistoryMil,No Major,,
32812,2020,12,CivEngr,No Major,,
32816,2020,25,Economics,No Major,,
33794,2021,10,Physics,No Major,,
37027,2023,10,No Major,No Major,WR,M
37209,2020,31,No Major,No Major,,
36422,2023,8,No Major,No Major,,
34981,2022,38,CompSci,No Major,,
36821,2023,24,No Major,No Major,,
32270,2020,9,Philosophy,No Major,,
36423,2023,34,No Major,No Major,,
37028,2023,1,No Major,No Major,,
33795,2021,7,HistoryAme,No Major,,
31845,2020,38,BehSci,No Major,,
36424,2023,39,No Major,No Major,TR,M
36425,2023,30,No Major,No Major,,
36426,2023,24,No Major,No Major,LX,M
32486,2020,11,ElEngr,CompEngr,,
35438,2022,40,SysEngr,No Major,CL,F
33796,2021,27,GeoSci,No Major,,
34982,2022,11,CompSci,No Major,,
33797,2021,19,CompEngr,No Major,,
34983,2022,2,No Major,No Major,BA,M
36427,2023,23,No Major,No Major,,
36428,2023,5,No Major,No Major,,
31847,2020,13,Management,No Major,,
34984,2022,6,MechEngr,No Major,,
36429,2023,15,No Major,No Major,CL,M
36430,2023,20,No Major,No Major,GY,F
34985,2022,25,AstroEngr,No Major,,
34986,2022,11,CivEngr,No Major,TR,F
34987,2022,2,No Major,No Major,,
34988,2022,35,AeroEngr,No Major,,
37029,2023,20,No Major,No Major,,
33798,2021,22,FAS-PolSci,No Major,CL,F
34989,2022,21,AeroEngr,No Major,,
32487,2020,26,PolSci,No Major,,
33799,2021,2,EngrChem,No Major,,
32309,2020,7,LegalStu,No Major,,
36431,2023,16,No Major,No Major,,
31848,2020,12,MechEngr,No Major,,
32942,2020,4,CivEngr,No Major,,
35664,2022,14,Management,No Major,FB,M
32943,2020,35,Management,No Major,IH,M
33800,2021,3,CivEngr,No Major,,
34990,2022,8,No Major,No Major,BA,M
34189,2021,40,CivEngr,No Major,FB,M
35354,2022,35,MechEngr,No Major,,
34991,2022,16,ElCompEngr,No Major,,
35355,2022,7,MechEngr,No Major,,
33802,2021,9,MechEngr,No Major,,
33018,2020,11,LegalStu,No Major,,
35665,2022,5,ElCompEngr,No Major,,
36724,2023,33,No Major,No Major,,
36432,2023,7,No Major,No Major,FB,M
33803,2021,36,Meteor,No Major,,
37030,2023,20,No Major,No Major,,
33804,2021,19,Physics,No Major,,
34992,2022,19,SysEngr,No Major,,
36433,2023,28,No Major,No Major,,
30300,2020,6,FAS-PolSci,No Major,,
33805,2021,12,BioChem,No Major,,
35666,2022,31,BehSci,No Major,,
36725,2023,17,No Major,No Major,FB,M
34993,2022,26,OpsRsch,No Major,,
34994,2022,20,No Major,No Major,,
32817,2020,40,BehSci,No Major,BX,M
31849,2020,15,CompEngr,No Major,,
35356,2022,36,Philosophy,No Major,,
34167,2021,22,Biology,No Major,,
31850,2020,18,PolSci,No Major,,
31851,2020,10,LegalStu,No Major,,
34995,2022,12,Biology,No Major,,
32271,2020,21,PolSci,No Major,,
33806,2021,13,CyberSci,No Major,,
37031,2023,11,No Major,No Major,,
35668,2022,39,GeoSci,No Major,,
34190,2021,39,Biology,No Major,,
32760,2020,5,BehSci,No Major,,
31852,2020,25,SysEngr,No Major,,
35357,2022,25,PolSci,No Major,,
33807,2021,6,AeroEngr,No Major,,
36860,2023,27,No Major,No Major,FB,M
36434,2023,34,No Major,No Major,,
35669,2022,35,No Major,No Major,FB,M
35358,2022,8,GeoSci,No Major,,
36726,2023,25,No Major,No Major,,
32488,2020,21,PolSci,No Major,BX,M
36435,2023,35,No Major,No Major,,
32272,2020,21,SysEngr,No Major,,
32818,2020,6,FAS-Hist,No Major,IH,M
36436,2023,18,No Major,No Major,,
37032,2023,15,No Major,No Major,,
34997,2022,27,MSS,No Major,,
32413,2020,24,Management,No Major,,
33809,2021,29,CompSci,No Major,,
35439,2022,37,Economics,No Major,,
37033,2023,30,No Major,No Major,,
36437,2023,4,No Major,No Major,,
34998,2022,21,CyberSci,No Major,GY,M
35670,2022,15,No Major,No Major,FB,M
34999,2022,40,Physics,No Major,,
32820,2020,1,CompEngr,No Major,,
33810,2021,36,AstroEngr,Physics,,
36438,2023,6,No Major,No Major,,
36727,2023,14,No Major,No Major,,
35000,2022,9,No Major,No Major,,
35001,2022,11,No Major,No Major,SO,M
33811,2021,4,Economics,No Major,,
35359,2022,18,No Major,No Major,,
32414,2020,16,Management,No Major,,
34191,2021,9,Management,No Major,,
33812,2021,3,Biology,No Major,,
35671,2022,7,Biology,No Major,FB,M
31853,2020,30,Management,No Major,,
36728,2023,16,No Major,No Major,,
33813,2021,10,GeoSci,No Major,,
33814,2021,13,Biology,No Major,,
35002,2023,18,No Major,No Major,,
36729,2023,10,No Major,No Major,IH,M
33815,2021,39,Physics,No Major,,
35003,2022,3,AstroEngr,MathApp,,
35004,2022,22,No Major,No Major,,
35005,2022,28,BehSci,No Major,,
37034,2023,30,No Major,No Major,LX,M
33816,2021,11,English,No Major,FB,M
37210,2020,12,No Major,No Major,,
35672,2022,6,LegalStu,No Major,BB,M
35006,2022,38,Management,No Major,,
36439,2023,26,No Major,No Major,,
35147,2022,19,FAS-Hist,No Major,,
33817,2021,23,BehSci,No Major,,
36440,2023,28,No Major,No Major,,
33818,2021,3,SysEngr,No Major,,
36441,2023,36,No Major,No Major,,
35360,2022,9,LegalStu,No Major,,
37035,2023,40,No Major,No Major,,
36442,2023,38,No Major,No Major,,
35361,2022,32,ElCompEngr,No Major,,
31854,2020,20,FAS-MSS,No Major,,
37036,2023,40,No Major,No Major,,
33819,2021,2,Management,No Major,WP,M
32310,2020,23,Biology,No Major,,
37096,2023,7,No Major,No Major,,
31855,2020,16,Management,No Major,TR,M
36443,2023,17,No Major,No Major,,
32273,2020,15,AstroEngr,No Major,,
31857,2020,6,Physics,No Major,,
36444,2023,5,No Major,No Major,,
36731,2023,22,No Major,No Major,,
34431,2021,12,OpsRsch,No Major,BA,M
37037,2023,1,No Major,No Major,TN,F
33820,2021,5,CompSci,No Major,,
31858,2020,26,Management,No Major,LX,M
33821,2021,22,LegalStu,No Major,SW,M
35148,2022,29,OpsRsch,No Major,,
36445,2023,8,No Major,No Major,FB,M
31859,2020,30,Biology,No Major,,
36446,2023,39,No Major,No Major,TR,F
33822,2021,23,BehSci,No Major,BX,M
36447,2023,27,No Major,No Major,,
34062,2021,25,CivEngr,No Major,,
34193,2021,25,Management,No Major,TR,F
37038,2023,11,No Major,No Major,FB,M
35149,2022,13,SysEngr,No Major,,
35673,2022,30,CivEngr,No Major,,
33823,2021,15,GeoSci,No Major,,
33824,2021,10,CompSci,No Major,,
34194,2021,10,GeoSci,No Major,,
35150,2022,17,Biology,No Major,,
36448,2023,4,No Major,No Major,TR,M
31861,2020,7,Management,No Major,LX,M
32823,2020,36,FAS-PolSci,No Major,,
36449,2023,11,No Major,No Major,,
37211,2020,11,No Major,No Major,,
37040,2023,21,No Major,No Major,,
35151,2022,20,GeoSci,No Major,,
36822,2023,38,No Major,No Major,,
32415,2020,40,LegalStu,No Major,,
33825,2021,40,Economics,No Major,,
36732,2023,37,No Major,No Major,,
35152,2022,2,ElCompEngr,No Major,,
36450,2023,20,No Major,No Major,BA,M
35153,2022,27,CivEngr,No Major,,
34195,2021,35,Biology,No Major,,
32416,2020,10,AeroEngr,No Major,,
36861,2023,18,No Major,No Major,FB,M
32311,2020,17,MechEngr,No Major,WP,M
32594,2020,16,SysEngr,No Major,,
32122,2020,27,Biology,No Major,,
35154,2022,4,AstroEngr,No Major,,
32824,2020,1,CivEngr,No Major,,
33826,2021,20,Management,No Major,VB,F
32655,2020,11,LegalStu,No Major,,
34196,2021,15,OpsRsch,No Major,,
36451,2023,24,No Major,No Major,,
35155,2022,3,MechEngr,No Major,BB,F
37097,2023,21,No Major,No Major,FB,M
34197,2021,6,Management,No Major,,
33827,2021,16,OpsRsch,No Major,,
37042,2023,31,No Major,No Major,,
32123,2020,33,BehSci,No Major,,
31863,2020,7,SysEngr,No Major,,
33828,2021,33,FAS-PolSci,No Major,,
35156,2022,7,LegalStu,No Major,,
32825,2020,35,SysEngr,No Major,,
35157,2022,23,PolSci,No Major,,
32124,2020,1,LegalStu,No Major,,
32417,2020,30,MechEngr,No Major,,
33829,2021,36,Humanities,No Major,VB,F
34199,2021,26,Humanities,No Major,,
36452,2023,9,No Major,No Major,,
36453,2023,8,No Major,No Major,,
36454,2023,30,No Major,No Major,LX,M
32489,2020,4,Management,No Major,,
31864,2020,17,Management,No Major,TR,F
31865,2020,21,GeoSci,No Major,,
33830,2021,10,MechEngr,No Major,,
36823,2023,28,No Major,No Major,FB,M
32826,2020,31,PolSci,No Major,,
37043,2023,25,No Major,No Major,,
32944,2020,2,BehSci,No Major,,
33831,2021,33,Chemistry,No Major,,
36456,2023,18,No Major,No Major,,
33832,2021,16,FAS-Hist,No Major,,
32125,2020,14,FAS-Hist,No Major,,
35158,2022,21,PolSci,No Major,,
36733,2023,15,No Major,No Major,,
36824,2023,28,No Major,No Major,,
37044,2023,31,No Major,No Major,SO,F
31866,2020,28,MechEngr,No Major,,
29167,2020,19,AstroEngr,No Major,,
36457,2023,34,No Major,No Major,,
36458,2023,14,No Major,No Major,,
36459,2023,30,No Major,No Major,,
36460,2023,19,No Major,No Major,,
34200,2021,4,AstroEngr,No Major,,
37045,2023,18,No Major,No Major,LX,M
33951,2021,4,CivEngr,No Major,,
32595,2020,36,Management,No Major,FB,M
35159,2022,33,No Major,No Major,,
35160,2022,30,OpsRsch,No Major,,
36862,2023,38,No Major,No Major,FB,M
33952,2021,20,Management,No Major,,
34201,2021,8,GeoSci,No Major,,
35161,2022,40,AeroEngr,No Major,,
33953,2021,25,ElEngr,No Major,,
33955,2021,40,LegalStu,No Major,,
35440,2022,1,MathApp,No Major,TR,M
33956,2021,14,FAS-Hist,No Major,,
37046,2023,11,No Major,No Major,,
35441,2022,20,CompSci,CyberSci,,
36461,2023,38,No Major,No Major,,
36825,2023,40,No Major,No Major,IH,M
36826,2023,9,No Major,No Major,,
32126,2020,39,Management,No Major,,
36827,2023,19,No Major,No Major,,
35760,2022,30,Meteor,No Major,,
33957,2021,20,CompSci,No Major,,
36734,2023,25,AstroEngr,No Major,,
36462,2023,29,No Major,No Major,,
35676,2022,40,Management,No Major,,
35162,2022,40,No Major,No Major,FB,M
32827,2020,36,Management,No Major,,
36735,2023,39,No Major,No Major,,
33959,2021,13,SysEngr,No Major,,
35442,2022,11,Biology,No Major,,
36463,2023,1,No Major,No Major,LX,M
33960,2021,26,Economics,No Major,,
35362,2022,14,English,No Major,,
33961,2021,22,Management,No Major,,
33962,2021,14,Biology,No Major,,
35677,2022,22,SysEngr,No Major,FB,M
