Cadet PID,Year,Squadron,Major,Sec Major,Sport Code,Sport Gender
36062,2023,24,No Major,No Major,,
34743,2022,13,BehSci,No Major,,
34744,2022,9,No Major,No Major,,
32038,2020,8,SysEngr,No Major,,
32748,2020,29,EngrChem,No Major,,
34745,2022,39,FAS-PolSci,No Major,,
34746,2022,40,CivEngr,No Major,TR,M
29030,2021,10,MSS,No Major,,
32039,2020,32,CyberSci,No Major,,
32936,2020,18,CivEngr,No Major,,
33223,2021,37,BehSci,No Major,,
32040,2020,36,HistoryMil,No Major,BA,M
33224,2021,16,Economics,No Major,,
35246,2022,16,AeroEngr,No Major,,
33225,2021,36,BehSci,No Major,,
35501,2022,21,No Major,No Major,,
33226,2021,20,Physics,No Major,,
33227,2021,33,FAS-PolSci,No Major,SO,M
32537,2020,3,Management,No Major,,
35247,2022,35,No Major,No Major,,
33228,2021,29,SysEngr,No Major,,
33229,2021,16,FAS-MSS,No Major,,
36063,2023,5,No Major,No Major,,
33230,2021,19,CompEngr,No Major,,
32674,2020,22,Management,No Major,BX,M
33231,2021,5,SysEngr,No Major,,
36064,2023,15,No Major,No Major,,
31748,2020,35,SysEngr,No Major,,
36065,2023,35,No Major,No Major,,
36066,2023,6,No Major,No Major,,
34747,2022,7,EngrChem,No Major,FB,M
36067,2023,26,No Major,No Major,,
36068,2023,19,No Major,No Major,,
33232,2021,39,MSS,No Major,,
33233,2021,14,GeoSci,No Major,,
33234,2021,38,MechEngr,No Major,,
34748,2022,15,No Major,No Major,SO,F
33235,2021,5,Management,No Major,,
36069,2023,36,No Major,No Major,,
35502,2022,17,Biology,No Major,,
32506,2020,23,Biology,No Major,,
34749,2022,38,BehSci,No Major,,
33236,2021,32,FAS-Hist,No Major,,
34750,2022,24,No Major,No Major,VB,F
36070,2023,17,No Major,No Major,,
33237,2021,12,CyberSci,No Major,,
32749,2020,18,Management,No Major,,
36791,2023,7,No Major,No Major,,
33238,2021,37,AeroEngr,No Major,,
36976,2023,17,No Major,No Major,,
32508,2020,28,CompSci,No Major,,
32750,2020,16,Management,No Major,,
33239,2021,10,CompSci,No Major,,
32751,2020,12,Management,No Major,FB,M
32383,2020,7,AstroEngr,No Major,,
34251,2021,1,CyberSci,No Major,,
33240,2021,15,ElEngr,No Major,BB,F
36071,2023,27,No Major,No Major,,
34752,2022,25,Management,No Major,,
33241,2021,4,AstroEngr,No Major,SO,M
34753,2022,19,MathApp,No Major,,
33242,2021,11,EngrChem,No Major,,
32711,2020,26,Management,No Major,LX,M
33243,2021,23,English,No Major,,
34038,2021,6,Management,No Major,,
35754,2022,19,BehSci,No Major,,
33244,2021,28,AstroEngr,No Major,,
36072,2023,26,No Major,No Major,VB,F
33245,2021,20,AstroEngr,No Major,,
36680,2023,37,No Major,No Major,,
36073,2023,10,No Major,No Major,,
36681,2023,8,No Major,No Major,,
35248,2022,26,No Major,No Major,VB,F
33246,2021,30,Physics,No Major,,
36977,2023,33,No Major,No Major,,
35503,2022,10,No Major,No Major,FB,M
36074,2023,34,No Major,No Major,,
37194,2020,13,No Major,No Major,,
33247,2021,31,AeroEngr,No Major,,
32041,2020,2,AstroEngr,No Major,,
32538,2020,4,LegalStu,No Major,,
34754,2022,34,Management,No Major,,
34755,2022,21,ElCompEngr,No Major,GY,M
35504,2022,6,No Major,No Major,,
35505,2022,10,OpsRsch,No Major,,
32937,2020,14,SysEngr,No Major,,
33248,2021,23,Biology,No Major,BX,M
36076,2023,16,No Major,No Major,BA,M
36077,2023,28,No Major,No Major,LX,M
36682,2023,33,No Major,No Major,,
32509,2020,27,SysEngr,No Major,LX,M
31750,2020,7,EngrChem,No Major,RI,M
29581,2020,15,Biology,No Major,,
34756,2022,17,No Major,No Major,,
34252,2021,6,FAS-PolSci,No Major,,
36078,2023,27,No Major,No Major,BB,M
34757,2022,37,MechEngr,No Major,,
34758,2022,11,MathApp,No Major,,
33249,2021,40,BehSci,No Major,,
34253,2021,1,Biology,No Major,,
33250,2021,11,MSS,No Major,,
31751,2020,28,OpsRsch,No Major,,
36079,2023,18,No Major,No Major,,
31752,2020,8,CompSci,No Major,GO,M
32753,2020,13,Management,No Major,,
32754,2020,3,Management,No Major,FB,M
34254,2021,7,Management,No Major,,
32042,2020,34,HistoryAme,No Major,,
34760,2022,28,BehSci,No Major,,
33251,2021,15,LegalStu,No Major,,
34255,2021,3,Management,No Major,,
34761,2022,16,GeoSci,No Major,,
36978,2023,4,No Major,No Major,,
33252,2022,39,FAS-PolSci,No Major,,
34601,2022,2,CompSci,No Major,,
34602,2022,19,Biology,No Major,,
33253,2021,21,Biology,No Major,,
32755,2020,24,GenStu-SSO,No Major,,
34603,2022,10,OpsRsch,No Major,LX,M
34604,2022,25,HistoryInt,No Major,,
36080,2023,38,No Major,No Major,,
32043,2020,14,FAS-Hist,No Major,,
36081,2023,9,No Major,No Major,,
33254,2021,13,AeroEngr,No Major,,
34606,2022,32,MathApp,OpsRsch,,
32044,2020,38,BehSci,No Major,,
33255,2021,9,CompSci,No Major,,
34607,2022,29,GeoSci,No Major,,
32756,2020,19,MSS,No Major,,
33256,2021,14,English,No Major,CL,M
36683,2023,24,No Major,No Major,BB,F
33257,2021,24,MathApp,No Major,,
33259,2021,31,HistoryInt,No Major,,
33260,2021,35,MSS,No Major,CL,M
32045,2020,9,FAS-PolSci,No Major,,
33261,2021,17,AstroEngr,No Major,,
36082,2023,19,No Major,No Major,,
34609,2022,30,No Major,No Major,,
33262,2021,15,CyberSci,No Major,,
36684,2023,29,No Major,No Major,,
36083,2023,4,No Major,No Major,,
35278,2022,22,AeroEngr,No Major,,
35279,2022,30,LegalStu,No Major,,
36084,2023,39,No Major,No Major,,
32675,2020,9,Biology,No Major,,
33266,2021,18,Economics,No Major,,
33267,2021,31,MechEngr,No Major,,
35506,2022,17,Biology,No Major,,
33268,2021,12,AstroEngr,No Major,CL,F
32757,2020,33,Management,No Major,FB,M
33263,2021,16,MechEngr,No Major,,
36685,2023,20,No Major,No Major,,
33269,2021,13,CompSci,CyberSci,,
34611,2022,35,AeroEngr,No Major,,
36686,2023,30,No Major,No Major,BX,M
32510,2020,33,CivEngr,No Major,,
36687,2023,37,No Major,No Major,,
35337,2022,12,OpsRsch,No Major,,
35280,2022,4,MathApp,OpsRsch,,
32511,2020,31,CyberSci,CompSci,FN,F
34612,2022,30,ElCompEngr,No Major,SO,M
36085,2023,9,No Major,No Major,,
32385,2020,17,Economics,No Major,,
36979,2023,14,No Major,No Major,FB,M
33271,2021,2,Biology,No Major,VB,F
33265,2021,36,Management,No Major,,
37163,2021,4,No Major,No Major,,
32758,2020,40,Management,No Major,,
34613,2022,9,No Major,No Major,,
34614,2022,3,Management,No Major,WP,M
32539,2020,19,BehSci,No Major,,
34615,2022,7,BehSci,No Major,,
34157,2021,11,AeroEngr,No Major,,
32759,2020,12,Meteor,No Major,,
34616,2022,23,ElCompEngr,No Major,,
34256,2021,4,LegalStu,No Major,FB,M
34617,2022,3,CivEngr,No Major,,
34618,2022,32,OpsRsch,No Major,,
34619,2022,21,No Major,No Major,SW,M
31755,2020,24,Management,No Major,TR,M
32386,2020,29,PolSci,No Major,,
34702,2022,13,No Major,No Major,,
34703,2022,31,No Major,No Major,,
36792,2023,34,No Major,No Major,FN,F
34704,2022,8,MathApp,No Major,,
33272,2021,33,Economics,No Major,TR,M
33273,2021,22,Biology,No Major,GY,F
36086,2023,40,No Major,No Major,,
32897,2020,5,Management,No Major,,
34705,2022,23,ElCompEngr,No Major,,
34706,2022,14,Biology,No Major,,
34707,2023,20,ElCompEngr,No Major,,
36087,2023,38,No Major,No Major,FN,M
35477,2022,12,ElCompEngr,No Major,GY,M
33274,2021,26,PolSci,No Major,,
33275,2021,23,GeoSci,No Major,,
36688,2023,14,No Major,No Major,,
36088,2023,1,No Major,No Major,,
33276,2021,11,Economics,No Major,,
34708,2022,24,No Major,No Major,,
33277,2021,33,Biology,No Major,,
36089,2023,8,No Major,No Major,,
34709,2022,40,No Major,No Major,,
35281,2022,3,Economics,No Major,,
34257,2021,6,Management,No Major,WR,M
35507,2022,29,CivEngr,No Major,,
34040,2021,14,AeroEngr,No Major,,
36090,2023,5,No Major,No Major,,
33278,2021,22,PolSci,No Major,,
32046,2020,10,FAS-MSS,No Major,,
31756,2020,15,HistoryMil,No Major,,
31757,2020,39,Biology,No Major,,
33279,2021,12,AeroEngr,No Major,,
36091,2023,9,No Major,No Major,GY,M
36092,2023,39,No Major,No Major,WP,M
32388,2020,27,FAS-PolSci,No Major,,
32677,2020,4,English,No Major,,
36093,2023,5,No Major,No Major,,
33280,2021,14,Economics,No Major,,
35508,2022,1,Management,No Major,,
35406,2022,23,AstroEngr,No Major,,
36094,2023,11,No Major,No Major,,
32899,2020,18,Management,No Major,,
33281,2021,18,Physics,No Major,,
34710,2022,33,No Major,No Major,,
32180,2020,38,AeroEngr,No Major,,
34711,2022,10,No Major,No Major,,
33282,2021,31,Biology,No Major,CL,F
32900,2020,10,MSS,No Major,,
32512,2020,27,MechEngr,No Major,,
32901,2020,33,Management,No Major,,
33283,2021,36,LegalStu,No Major,,
31758,2020,31,BehSci,No Major,,
34712,2022,15,ElCompEngr,No Major,,
34610,2022,12,No Major,No Major,SO,M
36980,2023,7,No Major,No Major,,
32047,2020,6,CivEngr,No Major,BX,M
36095,2023,18,No Major,No Major,,
36096,2023,21,No Major,No Major,,
36097,2023,15,No Major,No Major,SO,F
36098,2023,31,No Major,No Major,,
36099,2023,2,No Major,No Major,,
36689,2023,36,No Major,No Major,,
31759,2020,1,Management,No Major,,
34714,2022,26,No Major,No Major,TR,F
35510,2022,19,Management,No Major,,
35407,2022,34,PolSci,No Major,,
34715,2022,6,No Major,No Major,,
31760,2020,15,Management,No Major,,
33284,2022,33,HistoryInt,No Major,,
36100,2023,1,No Major,No Major,,
33285,2021,7,Management,No Major,LX,M
32048,2020,19,HistoryInt,No Major,,
36101,2023,12,No Major,No Major,,
35408,2022,16,No Major,No Major,,
32678,2020,40,Management,No Major,,
33287,2021,33,Management,No Major,FB,M
36102,2023,19,No Major,No Major,,
35282,2022,7,CyberSci,No Major,,
31762,2020,38,Management,No Major,SO,M
31763,2020,36,CompEngr,No Major,,
32902,2020,37,GeoSci,No Major,,
36690,2023,34,No Major,No Major,,
33288,2021,17,Management,No Major,TR,M
36691,2023,22,No Major,No Major,,
31764,2020,20,BehSci,No Major,,
36103,2023,32,No Major,No Major,,
36707,2023,3,No Major,No Major,,
35283,2022,35,MechEngr,No Major,,
32049,2020,22,PolSci,No Major,,
34716,2022,8,ElCompEngr,No Major,,
34717,2022,9,CivEngr,No Major,,
33289,2021,16,AeroEngr,No Major,,
36692,2023,13,No Major,No Major,,
32050,2020,27,CompSci,No Major,,
35511,2022,30,No Major,No Major,TR,M
36708,2023,23,No Major,No Major,,
35284,2022,26,Physics,No Major,BX,M
34718,2022,25,MSS,No Major,,
34158,2021,4,FAS-Hist,No Major,,
33290,2021,33,FAS-PolSci,No Major,,
34720,2022,1,HistoryMil,No Major,FB,M
34258,2021,36,Biology,No Major,,
33291,2021,14,BehSci,No Major,,
34721,2022,40,Humanities,No Major,,
31766,2020,32,Meteor,No Major,,
32904,2020,28,BehSci,No Major,,
36104,2023,4,FAS-PolSci,No Major,,
33292,2021,5,PolSci,No Major,,
36981,2023,36,No Major,No Major,LX,M
32905,2020,37,Management,No Major,,
31767,2020,9,Management,No Major,TR,M
34722,2022,36,BioChem,No Major,,
35512,2022,4,Management,No Major,WR,M
32389,2020,17,SysEngr,No Major,,
36693,2023,27,No Major,No Major,,
32679,2020,8,AstroEngr,No Major,,
36105,2023,10,No Major,No Major,RI,M
35409,2022,9,Biology,No Major,,
33424,2021,8,Management,No Major,FB,M
37187,2021,5,No Major,No Major,,
36106,2023,24,No Major,No Major,,
36107,2023,34,No Major,No Major,,
35513,2022,17,No Major,No Major,,
36108,2023,28,No Major,No Major,,
34723,2022,36,ElCompEngr,No Major,,
34620,2022,13,MSS,No Major,,
32390,2020,31,CompEngr,No Major,,
32558,2020,14,OpsRsch,No Major,,
35514,2022,14,No Major,No Major,LX,M
34621,2022,24,No Major,No Major,GY,M
36109,2023,12,No Major,No Major,,
37147,2021,29,No Major,No Major,,
34622,2022,10,No Major,No Major,SO,M
33425,2021,34,Management,No Major,,
31768,2020,38,CivEngr,No Major,,
36110,2023,5,No Major,No Major,FB,M
35285,2022,20,Management,No Major,,
32051,2020,14,Humanities,No Major,,
32052,2020,30,SysEngr,No Major,,
34623,2022,5,No Major,No Major,,
36694,2023,30,No Major,No Major,SO,M
33426,2021,34,CompSci,No Major,,
32680,2020,24,MechEngr,No Major,BX,M
30921,2021,22,MSS,No Major,,
34624,2022,11,No Major,No Major,,
33427,2021,36,MSS,No Major,,
33428,2021,14,Economics,No Major,,
33430,2021,3,BehSci,No Major,SW,F
32559,2020,40,BehSci,No Major,,
34625,2022,27,BehSci,No Major,,
36982,2023,7,No Major,No Major,,
35286,2022,1,MSS,No Major,,
32391,2020,37,AeroEngr,No Major,,
33431,2021,2,Management,No Major,,
36111,2023,5,No Major,No Major,SW,M
34259,2021,1,Biology,No Major,,
32907,2020,9,LegalStu,No Major,,
36838,2023,38,No Major,No Major,,
32053,2020,39,Economics,No Major,,
34626,2022,35,Management,No Major,IH,M
32392,2020,21,AstroEngr,No Major,,
35515,2022,37,No Major,No Major,,
32054,2020,17,CyberSci,No Major,,
34627,2022,1,No Major,No Major,,
34628,2022,40,SysEngr,No Major,,
36591,2023,15,No Major,No Major,,
33432,2021,27,Biology,No Major,,
32908,2020,4,Management,No Major,LX,M
32055,2020,6,SysEngr,No Major,,
35516,2022,10,No Major,No Major,,
36112,2023,29,No Major,No Major,BA,M
34630,2022,4,CompSci,No Major,,
32056,2020,24,Management,No Major,,
37195,2020,18,No Major,No Major,,
34631,2022,15,MechEngr,No Major,IH,M
33433,2021,13,Management,No Major,,
36113,2023,21,No Major,No Major,,
36983,2023,17,No Major,No Major,CL,F
32393,2020,12,LegalStu,No Major,,
32560,2020,7,CivEngr,No Major,,
31770,2020,35,Economics,No Major,,
33434,2021,37,GeoSci,No Major,TR,M
36114,2023,15,No Major,No Major,,
31771,2020,10,SysEngr,No Major,CL,M
34260,2021,34,Biology,No Major,VB,F
36592,2023,35,No Major,No Major,,
36115,2023,9,No Major,No Major,,
33435,2021,36,CivEngr,No Major,,
32626,2020,37,Economics,No Major,,
33436,2021,16,GeoSci,No Major,,
36593,2023,19,No Major,No Major,,
33437,2021,27,FAS-PolSci,No Major,,
32909,2020,25,Management,No Major,BA,M
34633,2022,24,No Major,No Major,,
31772,2020,11,Economics,No Major,,
34634,2022,28,CivEngr,No Major,,
36116,2023,25,No Major,No Major,,
34635,2022,17,MSS,No Major,,
34636,2022,38,No Major,No Major,,
36117,2023,7,No Major,No Major,,
36118,2023,6,No Major,No Major,,
31773,2020,13,Management,No Major,,
34637,2022,27,No Major,No Major,,
34261,2021,20,Management,No Major,,
36839,2023,16,No Major,No Major,,
36119,2023,29,No Major,No Major,CC,F
33440,2021,34,MechEngr,No Major,,
32910,2020,15,Management,No Major,,
33441,2021,13,EngrChem,No Major,,
33442,2021,23,LegalStu,No Major,BX,M
32057,2020,36,Biology,No Major,,
35287,2022,37,Management,No Major,,
34638,2022,2,No Major,No Major,,
33011,2020,1,BioChem,No Major,,
36120,2023,39,No Major,No Major,,
35518,2022,15,CivEngr,No Major,,
35519,2022,16,OpsRsch,No Major,IH,M
34639,2022,27,ElCompEngr,No Major,BB,F
36840,2023,26,No Major,No Major,,
31774,2020,36,PolSci,No Major,,
34640,2022,1,AeroEngr,No Major,,
33443,2022,29,AeroEngr,No Major,,
33444,2021,33,BehSci,No Major,,
31775,2020,2,GeoSci,No Major,,
31776,2020,23,BioChem,No Major,,
34641,2022,34,AeroEngr,No Major,,
36121,2023,39,No Major,No Major,,
36122,2023,10,No Major,No Major,,
36123,2023,36,No Major,No Major,,
36841,2023,35,No Major,No Major,,
31777,2020,16,ElEngr,No Major,,
31778,2020,2,SysEngr,No Major,,
31779,2020,32,BehSci,No Major,,
35288,2022,18,No Major,No Major,,
34642,2022,28,No Major,No Major,,
34643,2022,38,MechEngr,No Major,,
34263,2021,24,HistoryAme,No Major,,
36984,2023,37,No Major,No Major,FB,M
34264,2021,31,CivEngr,No Major,,
34265,2021,35,LegalStu,No Major,,
36124,2023,25,No Major,No Major,,
35411,2022,12,No Major,No Major,FB,M
33446,2021,22,CompEngr,No Major,,
31780,2020,40,Management,No Major,BB,F
32682,2020,25,Management,No Major,FB,M
32561,2020,39,CyberSci,No Major,,
34644,2022,36,CivEngr,No Major,WR,M
36125,2023,7,No Major,No Major,,
34645,2022,34,Management,No Major,,
36126,2023,1,No Major,No Major,GO,M
31781,2020,18,LegalStu,No Major,,
31782,2020,11,PolSci,No Major,,
32395,2020,21,SysEngr,No Major,CL,F
34646,2022,14,LegalStu,No Major,,
35412,2022,5,AstroEngr,No Major,,
34266,2021,15,Management,No Major,FB,M
33447,2021,17,HistoryAme,No Major,,
34647,2022,12,No Major,No Major,,
35520,2022,29,GeoSci,No Major,,
33449,2021,19,Management,No Major,GY,M
36127,2023,17,No Major,No Major,,
35734,2022,21,No Major,No Major,FB,M
31783,2020,21,Humanities,No Major,CL,M
34044,2021,28,FAS-Hist,HistoryMil,,
34648,2022,19,No Major,No Major,,
34649,2022,8,AstroEngr,No Major,GY,M
31784,2020,16,MathApp,No Major,,
34650,2022,29,Economics,No Major,IH,M
36985,2023,27,No Major,No Major,,
32514,2020,31,GeoSci,No Major,,
31785,2020,2,MSS,No Major,,
33451,2021,37,Physics,No Major,,
35521,2022,31,No Major,No Major,FB,M
33452,2021,7,BehSci,No Major,,
34651,2022,11,Management,No Major,,
33453,2021,11,AstroEngr,No Major,,
33012,2020,12,FAS-PolSci,No Major,,
34652,2022,27,BioChem,No Major,BA,M
33454,2021,35,MSS,No Major,,
33455,2021,2,PolSci,FAS-PolSci,,
36594,2023,20,No Major,No Major,,
32913,2020,35,Management,No Major,FB,M
32562,2020,22,Management,No Major,SW,F
32058,2020,6,MechEngr,No Major,,
31786,2020,36,Management,No Major,,
35522,2022,23,FAS-PolSci,No Major,,
34653,2022,31,No Major,No Major,GO,M
33456,2021,35,Biology,No Major,,
32059,2020,2,HistoryMil,No Major,,
35523,2022,11,Management,No Major,FB,M
34267,2021,16,FAS-PolSci,No Major,,
31787,2020,28,Management,No Major,,
33457,2021,12,BehSci,No Major,,
31788,2020,25,SysEngr,No Major,,
36595,2023,14,No Major,No Major,RI,M
33458,2021,4,SysEngr,No Major,,
31789,2020,19,Management,No Major,FB,M
35524,2022,35,No Major,No Major,,
33459,2021,15,Biology,No Major,,
33460,2021,32,Management,No Major,,
32563,2020,5,AeroEngr,No Major,,
35525,2022,19,EngrChem,No Major,,
33461,2021,36,Economics,No Major,,
33462,2021,4,LegalStu,No Major,FB,M
32914,2020,34,BachSci,No Major,,
37196,2020,27,No Major,No Major,,
32060,2020,3,Biology,No Major,,
34655,2022,20,Meteor,No Major,,
33463,2021,4,PolSci,No Major,,
36596,2023,27,No Major,No Major,,
33464,2021,14,Management,No Major,,
31790,2020,29,CivEngr,No Major,FB,M
33465,2021,20,Biology,No Major,,
32181,2020,14,GenStu-EO,No Major,,
36129,2023,31,No Major,No Major,,
36842,2023,37,No Major,No Major,,
32915,2020,39,Management,No Major,FB,M
37197,2020,23,No Major,No Major,,
34656,2022,2,No Major,No Major,,
33466,2021,23,Economics,No Major,,
34657,2022,30,Physics,No Major,,
31791,2020,34,GeoSci,No Major,,
34658,2022,37,MechEngr,No Major,RI,M
36130,2023,10,No Major,No Major,,
34659,2022,22,No Major,No Major,,
36131,2023,6,No Major,No Major,TN,F
32938,2020,3,MechEngr,No Major,,
34660,2022,3,CyberSci,CompSci,,
36597,2023,24,No Major,No Major,CL,F
35290,2022,21,OpsRsch,No Major,,
33115,2021,29,Management,No Major,IH,M
34661,2022,29,MechEngr,No Major,,
36132,2023,8,No Major,No Major,,
33467,2021,25,MSS,No Major,,
33468,2021,11,AeroEngr,No Major,,
34045,2021,24,AeroEngr,No Major,,
33469,2021,9,FAS-MSS,No Major,,
31793,2020,22,OpsRsch,No Major,,
32062,2020,16,MechEngr,No Major,,
36133,2023,30,No Major,No Major,,
34662,2022,31,No Major,No Major,,
37172,2021,20,No Major,No Major,,
37155,2021,38,No Major,No Major,,
31876,2020,32,OpsRsch,No Major,,
36134,2023,18,No Major,No Major,,
33470,2021,7,MechEngr,No Major,,
33471,2021,35,Physics,Chemistry,,
36135,2023,38,No Major,No Major,,
34663,2022,32,FAS-MSS,No Major,,
32939,2020,28,ElEngr,No Major,SO,M
35528,2022,6,Management,No Major,WR,M
36598,2023,40,No Major,No Major,,
36136,2023,12,No Major,No Major,,
34664,2022,12,MechEngr,No Major,TR,M
33353,2021,15,MathApp,No Major,,
33354,2021,34,SysEngr,No Major,,
33355,2021,14,BehSci,No Major,SW,M
33356,2021,31,OpsRsch,No Major,,
36137,2023,9,No Major,No Major,,
32063,2020,7,LegalStu,No Major,,
35529,2022,39,Chemistry,No Major,,
36986,2023,8,No Major,No Major,,
35530,2022,37,Philosophy,No Major,,
36138,2023,19,No Major,No Major,,
34665,2022,18,No Major,No Major,,
36139,2023,29,No Major,No Major,,
32064,2020,10,Management,No Major,,
36140,2023,1,No Major,No Major,,
32065,2020,2,AstroEngr,No Major,,
34666,2022,2,No Major,No Major,,
35413,2022,33,No Major,No Major,,
36141,2023,39,No Major,No Major,,
34667,2023,23,No Major,No Major,,
36844,2023,11,No Major,No Major,,
32396,2020,33,MechEngr,No Major,,
35291,2022,13,ElCompEngr,No Major,,
32917,2020,13,Biology,No Major,,
36987,2023,37,No Major,No Major,WR,M
32066,2020,37,Management,No Major,,
33357,2021,8,AeroEngr,No Major,,
36142,2023,6,No Major,No Major,,
36143,2023,21,No Major,No Major,DV,F
33358,2021,13,MechEngr,No Major,TN,F
35735,2022,31,CivEngr,No Major,,
31877,2020,29,PolSci,No Major,,
36988,2023,24,No Major,No Major,BB,M
36845,2023,31,No Major,No Major,,
